"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"81","조림류","나가노현","2018-07-24","18","불검출","불검출","적합"
"82","소스","시즈오카현","2018-10-12","250","불검출","불검출","적합"
"83","소스","시즈오카현","2018-09-21","96","불검출","불검출","적합"
"84","맥주","오이타현","2018-10-20","16,560","불검출","불검출","적합"
"85","맥주","오이타현","2018-09-11","23,040","불검출","불검출","적합"
"86","맥주","오이타현","2018-10-11","10,280","불검출","불검출","적합"
"87","맥주","오이타현","2018-10-20","16,422","불검출","불검출","적합"
"88","기타 주류","훗카이도","2018-10-18","936","불검출","불검출","적합"
"89","맥주","오이타현","2018-10-18","148,764","불검출","불검출","적합"
"90","맥주","오이타현","2018-10-11","4,000","불검출","불검출","적합"
"91","맥주","오이타현","2018-10-11","6,000","불검출","불검출","적합"
"92","맥주","오이타현","2018-10-19","132,204","불검출","불검출","적합"
"93","조림류","나가노현","2018-09-18","49","불검출","불검출","적합"
"94","즉석조리식품","나가노현","2018-09-04","26","불검출","불검출","적합"
"95","즉석조리식품","나가노현","2018-09-10","35","불검출","불검출","적합"
"96","즉석조리식품","나가노현","2018-09-04","60","불검출","불검출","적합"
"97","즉석조리식품","나가노현","2018-08-02","92","불검출","불검출","적합"
"98","소스","나가노현","2018-08-09","200","불검출","불검출","적합"
"99","과자","가나가와현","2018-10-09","16","불검출","불검출","적합"
"100","과자","가나가와현","2018-10-11","4","불검출","불검출","적합"
"101","과자","가나가와현","2018-10-11","5","불검출","불검출","적합"
"102","과자","가나가와현","2018-10-03","4","불검출","불검출","적합"
"103","소스","미에현","2018-08-21","285","불검출","불검출","적합"
"104","어묵","ETC","2018-11-01","10,088","불검출","불검출","적합"
"105","캔디류","아이치현","2018-11-12","2,376","불검출","불검출","적합"
"106","캔디류","아이치현","2018-11-09","1,728","불검출","불검출","적합"
"107","당류가공품","교토부","2018-10-05","261","불검출","불검출","적합"
"108","캔디류","나라현","2018-10-05","1,152","불검출","불검출","적합"
"109","소스","미에현","2018-09-06","108","불검출","불검출","적합"
"110","기타
식용유지가
공품","가나가와현","2018-07-05","25","불검출","불검출","적합"
"111","유탕면","기후현","2018-10-10","46","불검출","불검출","적합"
"112","유탕면","기후현","2018-10-10","104","불검출","불검출","적합"
"113","유탕면","기후현","2018-10-10","37","불검출","불검출","적합"
