"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"처리
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","389","2,547,311","2","94,475","319","2,381,278","3","1,461","65","70,096"
"11.26","109","1,315,899","0","0","82","1,308,667","1","43","26","7,189"
"11.27","117","225,054","0","0","98","192,604","1","917","18","31,532"
"11.28","163","1,006,358","2","94,475","139","880,007","1","501","21","31,375"
"","","","","","","","","","",""
"","","","","","","","","","",""
