"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"14","청주","미야기현","2018-10-22","104","불검출","불검출","적합"
"15","소스","사이타마현","2018-10-19","2,928","불검출","불검출","적합"
"16","올리고당","시즈오카현","2018-06-30","100","불검출","불검출","적합"
"17","호박산이나트륨","효고현","2018-10-14","14,400","불검출","불검출","적합"
"18","향신료조제품","도쿄도","2018-10-29","2,500","불검출","불검출","적합"
"19","혼합제제","효고현","2018-11-08","10","불검출","불검출","적합"
"20","혼합제제","효고현","2018-11-08","17","불검출","불검출","적합"
"21","혼합제제","효고현","2018-11-08","10","불검출","불검출","적합"
"22","혼합제제","효고현","2018-11-08","17","불검출","불검출","적합"
"23","혼합제제","효고현","2018-11-08","17","불검출","불검출","적합"
"24","혼합제제","효고현","2018-11-08","34","불검출","불검출","적합"
"25","기타천연착향료","도치기현","2018-11-13","5","불검출","불검출","적합"
"26","청주","아키타현","2018-09-20","43","불검출","불검출","적합"
"27","건면","사가현","2018-09-29","300","불검출","불검출","적합"
"28","소주","미야자키현","2018-09-25","43","불검출","불검출","적합"
"29","된장","오사카부","2018-10-29","800","불검출","불검출","적합"
"30","청주","교토부","2018-10-01","2,707","불검출","불검출","적합"
"31","초콜릿가공품","이바라키현","2018-10-08","8,050","불검출","불검출","적합"
"32","과자","이바라키현","2018-10-29","4,600","불검출","불검출","적합"
"33","청주","교토부","2018-09-15","1,200","불검출","불검출","적합"
"34","청주","나가사키현","2018-10-19","86","불검출","불검출","적합"
"35","청주","나가사키현","2018-10-17","86","불검출","불검출","적합"
"36","청주","효고현","2018-10-23","605","불검출","불검출","적합"
"37","청주","나가사키현","2018-10-29","43","불검출","불검출","적합"
"38","소스","시즈오카현","2018-10-22","250","불검출","불검출","적합"
"39","소스","시즈오카현","2018-10-10","1,440","불검출","불검출","적합"
"40","빵류","훗카이도","2018-10-29","2,872","불검출","불검출","적합"
"41","혼합간장","이바라키현","2018-10-24","576","불검출","불검출","적합"
"42","과자","가나가와현","2018-09-08","119","불검출","불검출","적합"
"43","카레(커리)","효고현","2018-11-02","4,440","불검출","불검출","적합"
"44","캔디류","아이치현","2018-11-09","3,960","불검출","불검출","적합"
"45","캔디류","아이치현","2018-11-08","1,800","불검출","불검출","적합"
"46","캔디류","아이치현","2018-11-08","4,224","불검출","불검출","적합"
