"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","청국장","가고시마현","2018-10-28","7,260","불검출","불검출","적합"
"16","복합조미식품","효고현","2018-11-07","960","불검출","불검출","적합"
"17","절임식품","와카야마현","2018-11-07","46","불검출","불검출","적합"
"18","절임식품","가고시마현","2018-11-08","200","불검출","불검출","적합"
"19","당절임","이바라키현","2018-09-21","32","불검출","불검출","적합"
"20","절임식품","미야자키현","2018-11-15","72","불검출","불검출","적합"
"21","절임식품","미야자키현","2018-11-07","120","불검출","불검출","적합"
"22","절임식품","와카야마현","2018-11-07","40","불검출","불검출","적합"
"23","조미건어포","훗카이도","2018-11-08","12","불검출","불검출","적합"
"24","조미건어포","훗카이도","2018-11-08","60","불검출","불검출","적합"
"25","조미건어포","훗카이도","2018-11-08","74","불검출","불검출","적합"
"26","절임식품","아이치현","2018-10-24","600","불검출","불검출","적합"
"27","절임식품","도치기현","2018-11-07","18","불검출","불검출","적합"
"28","건면","사가현","2018-10-31","569","불검출","불검출","적합"
"29","건면","사가현","2018-10-23","218","불검출","불검출","적합"
"30","혼합제제","효고현","2018-11-01","90","불검출","불검출","적합"
"31","가공두부","후쿠오카현","2018-11-12","1,284","불검출","불검출","적합"
"32","소스","후쿠오카현","2018-11-02","1,000","불검출","불검출","적합"
"33","소스","후쿠오카현","2018-11-12","500","불검출","불검출","적합"
"34","소스","후쿠오카현","2018-11-07","1,000","불검출","불검출","적합"
"35","카레(커리)","니가타현","2018-10-01","1,980","불검출","불검출","적합"
"36","소스","후쿠오카현","2018-11-06","1,000","불검출","불검출","적합"
"37","당류가공품","오키나와현","2018-10-29","480","불검출","불검출","적합"
"38","조제해수염화마그
네슘","나가사키현","2018-11-08","2,376","불검출","불검출","적합"
"39","고형차","교토부","","431","불검출","불검출","적합"
"40","소스","시즈오카현","2018-10-31","1,314","불검출","불검출","적합"
"41","커피/건조","브라질","2018-03-13","25,875","불검출","불검출","적합"
"42","혼합제제","시가현","2018-10-09","300","불검출","불검출","적합"
"43","소스","후쿠오카현","2018-11-14","544","불검출","불검출","적합"
"44","기타가공품","지바현","2018-10-10","45","불검출","불검출","적합"
"45","기타가공품","지바현","2018-10-10","86","불검출","불검출","적합"
"46","혼합제제","시가현","2018-11-02","5,200","불검출","불검출","적합"
"47","당류가공품","시즈오카현","2018-09-26","4,700","불검출","불검출","적합"
