"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"48","청주","히로시마현","2018-11-02","86","불검출","불검출","적합"
"49","빵류","훗카이도","2018-10-26","9,216","불검출","불검출","적합"
"50","청주","후쿠이현","2018-10-19","86","불검출","불검출","적합"
"51","청주","사가현","2018-11-08","173","불검출","불검출","적합"
"52","청주","사가현","2018-11-08","173","불검출","불검출","적합"
"53","청주","사가현","2018-11-08","173","불검출","불검출","적합"
"54","소스","아오모리현","2018-10-02","29","불검출","불검출","적합"
"55","소스","도쿄도","2018-09-27","33","불검출","불검출","적합"
"56","자당지방산에스테
르","미에현","2018-09-09","3,600","불검출","불검출","적합"
"57","혼합제제","미에현","2018-10-11","3,036","불검출","불검출","적합"
"58","DL-사과산","ETC","2018-09-07","19,000","불검출","불검출","적합"
"59","혼합식용유","교토부","2018-11-01","25","불검출","불검출","적합"
"60","효모식품","이와테현","2018-06-01","10","불검출","불검출","적합"
"61","금박","이시카와현","2018-11-07","0","불검출","불검출","적합"
"62","금박","이시카와현","2018-11-07","0","불검출","불검출","적합"
"63","건면","구마모토현","2018-10-26","123","불검출","불검출","적합"
"64","어묵","ETC","2018-10-16","6,984","불검출","불검출","적합"
"65","캔디류","아이치현","2018-11-12","310","불검출","불검출","적합"
"66","캔디류","아이치현","2018-11-08","1,620","불검출","불검출","적합"
"67","캔디류","아이치현","2018-11-06","194","불검출","불검출","적합"
"68","빵류","나가노현","2018-11-07","240","불검출","불검출","적합"
"69","과자","니가타현","2018-11-06","208","불검출","불검출","적합"
"70","캔디류","아이치현","2018-11-07","348","불검출","불검출","적합"
"71","효모식품","오이타현","2018-10-09","141","불검출","불검출","적합"
"72","과자","아이치현","2018-11-05","936","불검출","불검출","적합"
"73","건면","나가사키현","2018-10-15","525","불검출","불검출","적합"
"74","어묵","ETC","2018-10-16","2,822","불검출","불검출","적합"
"75","캔디류","나라현","2018-10-17","884","불검출","불검출","적합"
"76","소스","히로시마현","2018-10-04","360","불검출","불검출","적합"
"77","과·채음료","후쿠오카현","2018-09-26","900","불검출","불검출","적합"
"78","과·채음료","후쿠오카현","2018-09-25","450","불검출","불검출","적합"
"79","소스","에히메현","2018-11-08","1,200","불검출","불검출","적합"
"80","과자","아이치현","2018-10-24","207","불검출","불검출","적합"
