"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"47","이산화규소","미야자키현","2018-10-26","50","불검출","불검출","적합"
"48","과자","후쿠오카현","2018-10-11","225","불검출","불검출","적합"
"49","유탕면","도치기현","2018-10-05","1,803","불검출","불검출","적합"
"50","혼합제제","가나가와현","2018-11-02","300","불검출","불검출","적합"
"51","캔디류","사이타마현","2018-08-16","196","불검출","불검출","적합"
"52","조림류","교토부","2018-10-17","100","불검출","불검출","적합"
"53","과실주","가나가와현","2018-09-14","2,000","불검출","불검출","적합"
"54","기타 주류","훗카이도","2018-10-18","82,800","불검출","불검출","적합"
"55","기타 주류","훗카이도","2018-10-18","33,120","불검출","불검출","적합"
"56","맥주","오이타현","2018-10-18","115,920","불검출","불검출","적합"
"57","초콜릿가공품","사이타마현","2018-10-14","35","불검출","불검출","적합"
"58","초콜릿가공품","사이타마현","2018-10-14","26","불검출","불검출","적합"
"59","빵류","야마나시현","2018-10-03","409","불검출","불검출","적합"
"60","기타가공품","도쿄도","2018-01-10","7","불검출","불검출","적합"
"61","빵류","야마나시현","2018-09-22","34","불검출","불검출","적합"
"62","초콜릿가공품","사이타마현","2018-10-14","9","불검출","불검출","적합"
"63","초콜릿가공품","사이타마현","2018-10-14","139","불검출","불검출","적합"
"64","맥주","후쿠오카현","2018-10-19","369,396","불검출","불검출","적합"
"65","청주","교토부","2018-10-16","242","불검출","불검출","적합"
"66","소스","지바현","2018-10-30","6,606","불검출","불검출","적합"
"67","소스","지바현","2018-09-19","1,815","불검출","불검출","적합"
"68","소스","아이치현","2018-10-15","109","불검출","불검출","적합"
"69","건면","가가와현","2018-09-26","450","불검출","불검출","적합"
"70","혼합음료","기후현","2018-06-01","965","불검출","불검출","적합"
"71","곡류가공품","아이치현","2018-11-02","120","불검출","불검출","적합"
"72","캔디류","아이치현","2018-11-02","128","불검출","불검출","적합"
"73","캔디류","아이치현","2018-11-01","257","불검출","불검출","적합"
"74","캔디류","시즈오카현","2018-11-01","1,590","불검출","불검출","적합"
"75","어묵","ETC","2018-11-01","1,800","불검출","불검출","적합"
"76","캔디류","아이치현","2018-10-10","336","불검출","불검출","적합"
"77","캔디류","아이치현","2018-11-02","257","불검출","불검출","적합"
"78","효모식품","가나가와현","2018-09-28","330","불검출","불검출","적합"
"79","트랜스글루타미나","가나가와현","2018-08-23","330","불검출","불검출","적합"
