"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"14","캔디류","시즈오카현","2018-10-01","174","불검출","불검출","적합"
"15","캔디류","시즈오카현","2018-10-01","190","불검출","불검출","적합"
"16","액상차","미에현","2018-09-21","1,560","불검출","불검출","적합"
"17","혼합제제","효고현","2018-10-25","30","불검출","불검출","적합"
"18","혼합제제","효고현","2018-11-01","150","불검출","불검출","적합"
"19","기타천연착향료","가나가와현","2018-10-26","400","불검출","불검출","적합"
"20","혼합제제","가나가와현","2018-10-25","100","불검출","불검출","적합"
"21","혼합제제","가나가와현","2018-10-25","20","불검출","불검출","적합"
"22","준초콜릿","가나가와현","2018-09-07","1,248","불검출","불검출","적합"
"23","준초콜릿","가나가와현","2018-09-21","1,080","불검출","불검출","적합"
"24","초콜릿가공품","가나가와현","2018-09-28","1,056","불검출","불검출","적합"
"25","혼합제제","시즈오카현","2018-10-25","500","불검출","불검출","적합"
"26","혼합제제","시즈오카현","2018-10-26","150","불검출","불검출","적합"
"27","합성향료","나가노현","2018-11-01","500","불검출","불검출","적합"
"28","초콜릿가공품","아이치현","2018-08-29","300","불검출","불검출","적합"
"29","소스","에히메현","2018-11-02","10,000","불검출","불검출","적합"
"30","소스","미야자키현","2018-11-05","100","불검출","불검출","적합"
"31","캔디류","군마현","2018-09-20","564","불검출","불검출","적합"
"32","절임식품","도치기현","2018-10-18","50","불검출","불검출","적합"
"33","과자","가나가와현","2018-08-24","95","불검출","불검출","적합"
"34","과자","가나가와현","2018-09-05","108","불검출","불검출","적합"
"35","과자","가나가와현","2018-09-14","108","불검출","불검출","적합"
"36","캔디류","니가타현","2018-08-30","1,344","불검출","불검출","적합"
"37","맥주","후쿠오카현","2018-10-03","638,928","불검출","불검출","적합"
"38","혼합제제","오사카부","2018-11-08","25","불검출","불검출","적합"
"39","혼합제제","오사카부","2018-11-01","120","불검출","불검출","적합"
"40","혼합제제","오사카부","2018-11-02","30","불검출","불검출","적합"
"41","혼합제제","사이타마현","2018-11-02","54","불검출","불검출","적합"
"42","혼합제제","사이타마현","2018-10-15","72","불검출","불검출","적합"
"43","혼합제제","군마현","2018-10-22","175","불검출","불검출","적합"
"44","혼합제제","군마현","2018-10-23","880","불검출","불검출","적합"
"45","혼합제제","사이타마현","2018-11-02","300","불검출","불검출","적합"
"46","합성향료","사이타마현","2018-10-30","340","불검출","불검출","적합"
