"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","볶은커피","오사카부","2019-08-19","297","불검출","불검출","적합"
"16","볶은커피","오사카부","2019-08-12","378","불검출","불검출","적합"
"17","고형차","교토부","2019-10-25","173","불검출","불검출","적합"
"18","맥주","교토부","2018-11-01","6,272","불검출","불검출","적합"
"19","소스","군마현","2018-09-21","3,245","불검출","불검출","적합"
"20","소스","군마현","2018-09-21","1,144","불검출","불검출","적합"
"21","소스","야마구치현","2018-10-26","600","불검출","불검출","적합"
"22","캔디류","후쿠시마현","2018-10-01","1,915","불검출","불검출","적합"
"23","청주","후쿠오카현","2018-11-14","5,400","불검출","불검출","적합"
"24","참기름","가가와현","2018-07-03","1,320","불검출","불검출","적합"
"25","기타천연착향료","오사카부","2018-11-12","90","불검출","불검출","적합"
"26","향신료조제품","미야기현","2018-10-04","700","불검출","불검출","적합"
"27","빵류","히로시마현","2018-11-15","1,040","불검출","불검출","적합"
"28","자당지방산에스테
르","미에현","2018-09-09","2,880","불검출","불검출","적합"
"29","자당지방산에스테
르","미에현","2018-09-22","2,880","불검출","불검출","적합"
"30","맥주","이와테현","2019-06-01","180","불검출","불검출","적합"
"31","맥주","이와테현","2019-10-01","1,620","불검출","불검출","적합"
"32","합성향료","가나가와현","2018-09-25","3","불검출","불검출","적합"
"33","합성향료","가나가와현","2018-11-07","3","불검출","불검출","적합"
"34","빵류","히로시마현","2018-11-15","691","불검출","불검출","적합"
"35","빵류","히로시마현","2018-11-15","278","불검출","불검출","적합"
"36","빵류","히로시마현","2018-11-15","816","불검출","불검출","적합"
"37","향미유","사이타마현","2018-09-20","140","불검출","불검출","적합"
"38","소스","사이타마현","2018-09-12","330","불검출","불검출","적합"
"39","절임식품","야마가타현","2018-10-29","750","불검출","불검출","적합"
"40","소스","후쿠오카현","2018-03-23","12","불검출","불검출","적합"
"41","즉석조리식품","나가노현","2018-10-25","225","불검출","불검출","적합"
"42","혼합장","나가노현","2018-11-02","2,016","불검출","불검출","적합"
"43","산분해간장","나가사키현","2018-11-05","1,080","불검출","불검출","적합"
"44","건면","나가사키현","2018-10-31","396","불검출","불검출","적합"
"45","기타장류","나가노현","2018-10-25","338","불검출","불검출","적합"
"46","즉석조리식품","나가노현","2018-11-01","768","불검출","불검출","적합"
