"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"80","어묵","사가현","2018-09-30","2,765","불검출","불검출","적합"
"81","어묵","사가현","2018-07-31","1,764","불검출","불검출","적합"
"82","합성향료","오카야마현","2018-11-09","15","불검출","불검출","적합"
"83","혼합제제","오카야마현","2018-11-09","60","불검출","불검출","적합"
"84","혼합제제","오카야마현","2018-11-12","60","불검출","불검출","적합"
"85","혼합제제","오카야마현","2018-11-12","240","불검출","불검출","적합"
"86","혼합제제","오카야마현","2018-11-12","60","불검출","불검출","적합"
"87","고추냉이/신선,냉
장","도쿄도","2018-11-18","33","불검출","불검출","적합"
"88","어묵","사가현","2018-10-31","1,800","불검출","불검출","적합"
"89","소스","오이타현","2018-10-03","1,800","불검출","불검출","적합"
"90","카레(커리)","나라현","2018-10-13","5,400","불검출","불검출","적합"
"91","카레(커리)","나라현","2018-09-21","200","불검출","불검출","적합"
"92","카레(커리)","아이치현","2018-10-19","660","불검출","불검출","적합"
"93","카레(커리)","나라현","2018-09-19","400","불검출","불검출","적합"
"94","카레(커리)","도치기현","2018-08-30","3,588","불검출","불검출","적합"
"95","카레(커리)","도치기현","2018-10-09","555","불검출","불검출","적합"
"96","소주","가고시마현","2018-11-07","130","불검출","불검출","적합"
"97","소주","오이타현","2018-06-25","135","불검출","불검출","적합"
"98","가공두부","나가노현","2018-12-24","10","불검출","불검출","적합"
"99","가공두부","나가노현","2019-01-23","21","불검출","불검출","적합"
"100","합성향료","효고현","2018-10-30","102","불검출","불검출","적합"
"101","즉석조리식품","효고현","2018-08-12","265","불검출","불검출","적합"
"102","혼합제제","효고현","2018-11-09","68","불검출","불검출","적합"
"103","과자","이바라키현","2018-10-23","3,033","불검출","불검출","적합"
"104","과자","이바라키현","2018-10-19","924","불검출","불검출","적합"
"105","과자","니가타현","2018-11-06","63","불검출","불검출","적합"
"106","카레(커리)","나라현","2018-10-27","1,000","불검출","불검출","적합"
"107","소스","사가현","2018-10-03","900","불검출","불검출","적합"
"108","캔디류","가나가와현","2018-10-08","484","불검출","불검출","적합"
"109","과자","니가타현","2018-11-07","420","불검출","불검출","적합"
"110","소스","히로시마현","2018-11-10","2,997","불검출","불검출","적합"
"111","소스","효고현","2018-10-23","120","불검출","불검출","적합"
"112","소스","효고현","2018-10-16","150","불검출","불검출","적합"
