"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","63,647","-","-","-"
"1","활자라","태국","2016-10-06","432","불검출","불검출","적합"
"2","냉동대구(목살)","러시아","2016-10-06","1,860","불검출","불검출","적합"
"3","냉동다랑어
(눈다랑어,목살,횟감)","대만","2016-10-06","580","불검출","불검출","적합"
"4","냉동명태(F)","러시아","2016-10-06","14,800","불검출","불검출","적합"
"5","냉동명태","러시아","2016-10-06","12,000","불검출","불검출","적합"
"6","냉동상어(귀상어)","중국","2016-10-06","11,800","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2016-10-06","22,175","불검출","불검출","적합"
