"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"12","어묵","ETC","2016-07-07","353","불검출","불검출","적합"
"13","과자(크래커)","오사카부","2016-08-29","784","불검출","불검출","적합"
"14","즉석조리식품","훗카이도","2016-08-17","71","불검출","불검출","적합"
"15","과자(비스킷)","아이치현","2016-08-09","1,000","불검출","불검출","적합"
"16","천연향신료","오사카부","2016-08-26","5","불검출","불검출","적합"
"17","혼합제제","시가현","2016-09-05","20","불검출","불검출","적합"
"18","식물성크림","오사카부","2016-09-13","8,080","불검출","불검출","적합"
"19","혼합장","후쿠오카현","2016-08-17","90","불검출","불검출","적합"
"20","소스류","히로시마현","2016-08-12","2,520","불검출","불검출","적합"
"21","소스류","시즈오카현","2016-09-01","3,000","불검출","불검출","적합"
"22","과자(비스킷)","니가타현","2016-09-08","315","불검출","불검출","적합"
"23","소스류","후쿠오카현","2016-09-09","624","불검출","불검출","적합"
"24","복합조미식품","교토부","2016-08-09","50","불검출","불검출","적합"
"25","어묵","ETC","2016-08-05","420","불검출","불검출","적합"
"26","청주","나라현","2016-03-07","43","불검출","불검출","적합"
"27","청주","효고현","2016-08-05","3,040","불검출","불검출","적합"
"28","어묵","ETC","2016-08-25","737","불검출","불검출","적합"
"29","청주","후쿠오카현","2016-09-08","130","불검출","불검출","적합"
"30","소스류","후쿠오카현","2016-09-07","210","불검출","불검출","적합"
"31","청주","효고현","2016-08-11","18,900","불검출","불검출","적합"
"32","기타천연착향료","시가현","2016-09-12","200","불검출","불검출","적합"
"33","맥주","후쿠오카현","2016-08-18","19,500","불검출","불검출","적합"
"34","소스류","후쿠오카현","2016-09-01","1,000","불검출","불검출","적합"
"35","혼합제제","시가현","2016-09-07","50","불검출","불검출","적합"
"36","소스류","후쿠오카현","2016-09-13","3,000","불검출","불검출","적합"
"37","맥주","후쿠오카현","2016-08-18","32,880","불검출","불검출","적합"
"38","양조간장","후쿠오카현","2016-08-17","80","불검출","불검출","적합"
"39","드레싱","ETC","2016-07-12","84","불검출","불검출","적합"
"40","빵류(그외 빵류)","훗카이도","2016-08-02","300","불검출","불검출","적합"
"41","당류가공품","아이치현","2016-05-17","58","불검출","불검출","적합"
