"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","97","","190,081","","",""
"1","과자(쿠키)","도쿠시마현","2016-09-09","525","불검출","불검출","적합"
"2","캔디류(캐러멜)","도치기현","2016-07-15","2,682","불검출","불검출","적합"
"3","과자(크래커)","아이치현","2016-08-18","111","불검출","불검출","적합"
"4","볶은커피","돗토리현","2016-09-16","91","불검출","불검출","적합"
"5","혼합제제","시가현","2016-09-01","3,860","불검출","불검출","적합"
"6","국수","효고현","2016-07-20","44","불검출","불검출","적합"
"7","당절임","와카야마현","2016-07-06","72","불검출","불검출","적합"
"8","혼합제제","오사카부","2016-08-30","100","불검출","불검출","적합"
"9","어묵","ETC","2016-08-26","150","불검출","불검출","적합"
"10","소스류","가나가와현","2016-07-29","180","불검출","불검출","적합"
"11","글루콘산칼슘","도쿠시마현","2016-08-24","1,000","불검출","불검출","적합"
"12","소스류","지바현","2016-08-04","200","불검출","불검출","적합"
"13","양조간장","기후현","2016-08-13","86","불검출","불검출","적합"
