"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","15,886","-","-","-"
"1","활농어","에히메현","2016-10-04","835","불검출","불검출","적합"
"2","활농어","에히메현","2016-10-04","1,358","불검출","불검출","적합"
"3","냉장돔(참돔)","야마구치현","2016-10-04","310","불검출","불검출","적합"
"4","냉장돔(황돔)","야마구치현","2016-10-04","710","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-10-04","2,522","불검출","불검출","적합"
"6","냉장갈치","후쿠오카현","2016-10-04","655","불검출","불검출","적합"
"7","냉장갈치","오이타현","2016-10-04","750","불검출","불검출","적합"
"8","냉장갈치","에히메현","2016-10-04","230","불검출","불검출","적합"
"9","냉장갈치","오이타현","2016-10-04","385","불검출","불검출","적합"
"10","냉장갈치","미야자키현","2016-10-04","250","불검출","불검출","적합"
"11","냉장갈치","야마구치현","2016-10-04","305","불검출","불검출","적합"
"12","냉장돔(참돔)","후쿠오카현","2016-10-04","280","불검출","불검출","적합"
"13","냉장돔(참돔)","야마구치현","2016-10-04","280","불검출","불검출","적합"
"14","활가리비","홋카이도","2016-10-04","2,988","불검출","불검출","적합"
"15","활장어(먹장어)","나가사키현","2016-10-04","940","불검출","불검출","적합"
"16","활장어(먹장어)","후쿠오카현","2016-10-04","3,088","불검출","불검출","적합"
