"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","164,605","-","-","-"
"1","마른다랑어
(가다랑어,훈제)","가고시마현","2016-10-05","10,800","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2016-10-05","1,538","불검출","불검출","적합"
"3","활돔(참돔)","고치현","2016-10-05","7,308","불검출","불검출","적합"
"4","활돔(참돔)","고치현","2016-10-05","9,112","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-10-05","3,900","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2016-10-05","9,248","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2016-10-05","3,664","불검출","불검출","적합"
"8","냉장돔(황돔)","후쿠오카현","2016-10-05","50","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-10-05","3,179","불검출","불검출","적합"
"10","냉장홍어","야마구치현","2016-10-05","200","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-10-05","1,776","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2016-10-05","7,399","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-10-05","3,242","불검출","불검출","적합"
"14","냉장갈치","와카야마현","2016-10-05","1,968","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-10-05","3,432","불검출","불검출","적합"
"16","냉장갈치","오이타현","2016-10-05","2,000","불검출","불검출","적합"
