"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","미야자키현","2016-10-05","1,640","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2016-10-05","1,200","불검출","불검출","적합"
"19","활가리비","홋카이도","2016-10-05","5,968","불검출","불검출","적합"
"20","냉장갈치","와카야마현","2016-10-05","1,392","불검출","불검출","적합"
"21","냉장돔(참돔)","나가사키현","2016-10-05","236","불검출","불검출","적합"
"22","냉장돔(황돔)","나가사키현","2016-10-05","292","불검출","불검출","적합"
"23","냉장갈치","야마구치현","2016-10-05","475","불검출","불검출","적합"
"24","활우렁쉥이","홋카이도","2016-10-05","7,467","불검출","불검출","적합"
"25","냉장돔(참돔)","야마구치현","2016-10-05","1,520","불검출","불검출","적합"
"26","냉장돔(황돔)","야마구치현","2016-10-05","400","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2016-10-05","5,551","불검출","불검출","적합"
"28","냉장홍어","야마구치현","2016-10-05","290","불검출","불검출","적합"
"29","냉장민어(수조기)","야마구치현","2016-10-05","150","불검출","불검출","적합"
"30","냉장갈치","미야자키현","2016-10-05","305","불검출","불검출","적합"
"31","냉장돔(참돔)","후쿠오카현","2016-10-05","265","불검출","불검출","적합"
"32","냉장돔(참돔)","야마구치현","2016-10-05","260","불검출","불검출","적합"
"33","냉장돔(황돔)","나가사키현","2016-10-05","440","불검출","불검출","적합"
"34","냉장갈치","와카야마현","2016-10-05","584","불검출","불검출","적합"
