"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","볶은커피","사이타마현","2015-11-03","300","불검출","불검출","적합"
"15","볶은커피","시즈오카현","2015-12-11","23.04","불검출","불검출","적합"
"16","볶은커피","시즈오카현","2015-12-07","21.6","불검출","불검출","적합"
"17","볶은커피","시즈오카현","2015-11-26","16.2","불검출","불검출","적합"
"18","인스턴트커피","효고현","2015-12-10","18.24","불검출","불검출","적합"
"19","인스턴트커피","오사카부","2015-12-09","43.2","불검출","불검출","적합"
"20","볶은커피","효고현","2015-11-18","24","불검출","불검출","적합"
"21","폴리이소부틸렌","가나가와현","2015-11-24","12,800","불검출","불검출","적합"
"22","소스류","도치기현","2015-12-01","12,000","불검출","불검출","적합"
"23","가공두부","오사카부","2015-12-21","240","불검출","불검출","적합"
"24","패밀리밀크초콜릿","시즈오카현","2015-12-18","19.2","불검출","불검출","적합"
"25","인스턴트커피","오사카부","2015-11-25","38.4","불검출","불검출","적합"
"26","청주","사가현","2015-12-08","172.8","불검출","불검출","적합"
"27","기타가공품","훗카이도","2015-09-05","394","불검출","불검출","적합"
"28","기타가공품","훗카이도","2015-12-02","81","불검출","불검출","적합"
"29","두류가공품","오사카부","2015-07-05","4,500","불검출","불검출","적합"
"30","혼합제제","사이타마현","2015-12-24","25","불검출","불검출","적합"
"31","캔디류(사탕)","시즈오카현","2016-01-05","1,589.76","불검출","불검출","적합"
"32","혼합제제","오카야마현","2016-01-08","60","불검출","불검출","적합"
"33","캔디류(사탕)","가나가와현","2015-12-29","241.92","불검출","불검출","적합"
"34","밀크초콜릿","가나가와현","2015-12-25","103.68","불검출","불검출","적합"
"35","과자(비스킷)","이바라키현","2015-12-15","116.64","불검출","불검출","적합"
"36","과자(비스킷)","이바라키현","2015-11-27","120.64","불검출","불검출","적합"
"37","과자(크래커)","이바라키현","2015-12-11","381.6","불검출","불검출","적합"
"38","초콜릿가공품","가나가와현","2015-11-05","547.2","불검출","불검출","적합"
"39","건어포류","에히메현","2015-12-25","50","불검출","불검출","적합"
"40","합성착향료","효고현","2016-01-07","30","불검출","불검출","적합"
"41","혼합제제","사이타마현","2015-07-24","30","불검출","불검출","적합"
"42","기타가공품","이바라키현","2015-09-04","50","불검출","불검출","적합"
"43","탄산칼슘","오카야마현","2016-01-07","16,000","불검출","불검출","적합"
"44","고춧가루","효고현","2016-01-12","30","불검출","불검출","적합"
"45","소스류","야마구치현","2015-09-17","100","불검출","불검출","적합"
"46","혼합제제","오사카부","2015-12-14","16,104","불검출","불검출","적합"
"47","고춧가루","효고현","2016-01-12","30","불검출","불검출","적합"
