"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건13","-","-","35,821","-","-","-"
"1","활전복","나가사키현","2016-01-25","333","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-01-25","6,584","불검출","불검출","적합"
"3","냉장명태","홋카이도","2016-01-25","13,639","불검출","불검출","적합"
"4","냉장돔 황돔(
)","야마구치현","2016-01-25","711","불검출","불검출","적합"
"5","냉장준치","야마구치현","2016-01-25","216","불검출","불검출","적합"
"6","냉장가오리","야마구치현","2016-01-25","370","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2016-01-25","5,741","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2016-01-25","5,808","불검출","불검출","적합"
"9","냉장돔 참돔(
)","나가사키현","2016-01-25","1,104","불검출","불검출","적합"
"10","냉장돔 황돔(
)","나가사키현","2016-01-25","320","불검출","불검출","적합"
"11","냉장갈치","오이타현","2016-01-25","365","불검출","불검출","적합"
"12","냉장돔 황돔(
)","오이타현","2016-01-25","350","불검출","불검출","적합"
"13","냉장돔 참돔(
)","후쿠오카현","2016-01-25","280","불검출","불검출","적합"
