"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장가오리","야마구치현","2016-01-26","500","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2016-01-26","6,816","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-01-26","4,225","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-01-26","4,225","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2016-01-26","688","불검출","불검출","적합"
"22","냉장갈치","오이타현","2016-01-26","185","불검출","불검출","적합"
"23","냉장가오리","야마구치현","2016-01-26","390","불검출","불검출","적합"
"24","냉장돔 황돔(
)","나가사키현","2016-01-26","68","불검출","불검출","적합"
"25","활우렁쉥이","홋카이도","2016-01-26","8,750","불검출","불검출","적합"
"26","활우렁쉥이","홋카이도","2016-01-26","7,870","불검출","불검출","적합"
"27","냉장갈치","오이타현","2016-01-26","575","불검출","불검출","적합"
"28","활해삼","야마구치현","2016-01-26","996","불검출","불검출","적합"
"29","냉장돔 황돔(
)","오이타현","2016-01-26","450","불검출","불검출","적합"
"30","냉장돔 참돔(
)","후쿠오카현","2016-01-26","370","불검출","불검출","적합"
"31","활꼬막","후쿠오카현","2016-01-26","3,100","불검출","불검출","적합"
"32","활돔 벵에돔
(
)","오이타현","2016-01-26","1,648","불검출","불검출","적합"
