"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건15","-","-","639,420","-","-","-"
"1","냉동가자미
(
각시가자미
)","러시아","2016-01-22","23,500","불검출","불검출","적합"
"2","냉동꽁치","대만","2016-01-22","417,184","불검출","불검출","적합"
"3","냉동상어
(
청상아리
)","대만","2016-01-22","24,883","불검출","불검출","적합"
"4","냉동대구 머리(
)","러시아","2016-01-22","960","불검출","불검출","적합"
"5","냉동대구 머리(
)","러시아","2016-01-22","1,386","불검출","불검출","적합"
"6","냉동상어
(
흑기흉상어
)","대만","2016-01-22","11,299","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2016-01-22","13,248","불검출","불검출","적합"
"8","냉동꽁치","대만","2016-01-22","3,762","불검출","불검출","적합"
"9","냉동가자미
(
각시가자미
)","러시아","2016-01-22","19,780","불검출","불검출","적합"
"10","냉동꽁치","대만","2016-01-22","40,302","불검출","불검출","적합"
"11","냉동꽁치","대만","2016-01-22","5,013","불검출","불검출","적합"
"12","냉동꽁치","대만","2016-01-22","54,603","불검출","불검출","적합"
"13","냉동가자미
(
각시가자미
)","러시아","2016-01-22","23,500","불검출","불검출","적합"
