"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동가자미(각시가자미)","러시아","2018-04-26","23,000","불검출","불검출","적합"
"2","냉동곤이(명태)","러시아","2018-04-26","2,504","불검출","불검출","적합"
"3","냉동가자미(각시가자미)","러시아","2018-04-26","22,050","불검출","불검출","적합"
"4","냉동곤이(명태)","러시아","2018-04-26","10,125","불검출","불검출","적합"
"5","냉동대구(F)","러시아","2018-04-26","770","불검출","불검출","적합"
"6","냉동가자미(각시가자미)","러시아","2018-04-26","22,500","불검출","불검출","적합"
"7","냉동대구(머리)","러시아","2018-04-26","390","불검출","불검출","적합"
"8","냉동곤이(명태)","러시아","2018-04-26","1,955","불검출","불검출","적합"
"9","냉동대구(목살)","러시아","2018-04-26","1,952","불검출","불검출","적합"
"10","냉동곤이(명태)","러시아","2018-04-26","53,708","불검출","불검출","적합"
"11","냉동곤이(명태)","러시아","2018-04-26","759","불검출","불검출","적합"
"12","냉동가오리","수리남","2018-04-26","6,040","불검출","불검출","적합"
"13","냉동곤이(대구)","러시아","2018-04-26","480","불검출","불검출","적합"
"14","냉동가자미(각시가자미,F)","미국","2018-04-26","9,000","불검출","불검출","적합"
