"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 101건","","","","638,253","","",""
"1","혼합장","나가노현","2018-03-26","1,000","불검출","불검출","적합"
"2","혼합장","나가노현","2018-03-27","2,592","불검출","불검출","적합"
"3","된장","나가노현","2018-03-28","886","불검출","불검출","적합"
"4","과자","아이치현","2018-03-01","143","불검출","불검출","적합"
"5","과자","아이치현","2018-03-03","757","불검출","불검출","적합"
"6","과자","나가노현","2018-04-06","662","불검출","불검출","적합"
"7","과자","나가노현","2018-04-06","662","불검출","불검출","적합"
"8","과자","나가노현","2018-04-06","698","불검출","불검출","적합"
"9","과자","기후현","2018-04-03","2,070","불검출","불검출","적합"
"10","과자","야마가타현","2018-03-28","1,261","불검출","불검출","적합"
"11","빵류","야마나시현","2018-02-10","102","불검출","불검출","적합"
"12","청주","히로시마현","2018-01-23","43","불검출","불검출","적합"
"13","절임식품","도치기현","2018-04-06","100","불검출","불검출","적합"
