"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","16건","-","-","49,759","-","-","-"
"1","활가리비","홋카이도","2015-4-2","6,500","불검출","불검출","적합"
"2","냉장갈치","와카야마현","2015-4-2","1,304","불검출","불검출","적합"
"3","냉장갈치","와카야마현","2015-4-2","1,064","불검출","불검출","적합"
"4","냉장가오리","야마구치현","2015-4-2","80","불검출","불검출","적합"
"5","냉장홍어","야마구치현","2015-4-2","492","불검출","불검출","적합"
"6","활꼬막","후쿠오카현","2015-4-2","4,840","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2015-4-2","1,740","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2015-4-2","1,672","불검출","불검출","적합"
"9","냉장준치","구마모토현","2015-4-2","735","불검출","불검출","적합"
"10","냉장갈치","에히메현","2015-4-2","152","불검출","불검출","적합"
"11","냉장갈치","효고현","2015-4-2","128","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2015-4-2","400","불검출","불검출","적합"
"13","냉장명태","홋카이도","2015-4-2","9,126","불검출","불검출","적합"
"14","냉장명태","홋카이도","2015-4-2","9,074","불검출","불검출","적합"
"15","활가리비","홋카이도","2015-4-2","5,474","불검출","불검출","적합"
"16","활가리비","홋카이도","2015-4-2","6,978","불검출","불검출","적합"
