"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","4건","-","-","109,365","-","-","-"
"1","냉동곤이(명태)","러시아","2015-4-1","13,905","불검출","불검출","적합"
"2","냉동고등어","중국","2015-4-1","24,000","불검출","불검출","적합"
"3","냉동고등어","대만","2015-4-1","48,000","불검출","불검출","적합"
"4","냉동가자미(각시가자미) 러시아","","2015-4-1","23,460","불검출","불검출","적합"
