"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수","","","","","","","","중량(㎏)",""
"합계","209","821,427","1","720","170","692,902","2","1,304","36","126,501"
"3.30","95","657,683","1","720","80","560,277","1","925","13","95,761"
"3.31","114","163,744","0","0","90","132,625","1","379","23","30,740"
"4.1","","","","","","","","","",""
"4.2","","","","","","","","","",""
"4.3","","","","","","","","","",""
