"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"45","소스","교토부","2018-10-05","880","불검출","불검출","적합"
"46","캔디류","오카야마현","2018-09-04","77","불검출","불검출","적합"
"47","캔디류","아이치현","2018-11-12","126","불검출","불검출","적합"
"48","캔디류","야마구치현","2018-09-02","192","불검출","불검출","적합"
"49","유탕면","군마현","2018-09-24","328","불검출","불검출","적합"
"50","캔디류","아이치현","2018-10-02","120","불검출","불검출","적합"
"51","유탕면","군마현","2018-10-08","259","불검출","불검출","적합"
"52","기타천연착향료","오사카부","2018-11-15","225","불검출","불검출","적합"
"53","기타천연착향료","오사카부","2018-11-15","60","불검출","불검출","적합"
"54","합성향료","오사카부","2018-11-15","210","불검출","불검출","적합"
"55","오징어먹물색소","시마네현","2018-10-29","70","불검출","불검출","적합"
"56","빵류","야마나시현","2018-11-15","161","불검출","불검출","적합"
"57","빵류","야마나시현","2018-11-24","161","불검출","불검출","적합"
"58","빵류","야마나시현","2018-11-15","130","불검출","불검출","적합"
"59","빵류","야마나시현","2018-11-17","143","불검출","불검출","적합"
"60","빵류","야마나시현","2018-11-20","426","불검출","불검출","적합"
"61","청주","니가타현","2018-10-01","65","불검출","불검출","적합"
"62","밀크초콜릿","훗카이도","2018-11-05","45","불검출","불검출","적합"
"63","밀크초콜릿","훗카이도","2018-11-05","23","불검출","불검출","적합"
"64","초콜릿가공품","훗카이도","2018-11-05","54","불검출","불검출","적합"
"65","화이트초콜릿","훗카이도","2018-11-05","207","불검출","불검출","적합"
"66","빵류","훗카이도","2018-11-05","648","불검출","불검출","적합"
"67","청주","나라현","2018-11-15","346","불검출","불검출","적합"
"68","고추냉이/신선,냉장","도쿄도","2018-11-25","20","불검출","불검출","적합"
"69","양념젓갈","가나가와현","2018-11-06","1,440","불검출","불검출","적합"
"70","기타 수산물가공품","후쿠시마현","2018-11-15","2,160","불검출","불검출","적합"
"71","소스","후쿠오카현","2018-11-06","2,300","불검출","불검출","적합"
"72","소스","후쿠오카현","2018-11-05","900","불검출","불검출","적합"
"73","양조간장","군마현","2018-10-23","540","불검출","불검출","적합"
"74","천연향신료","도치기현","2018-10-26","101","불검출","불검출","적합"
"75","건어포","에히메현","2018-11-16","96","불검출","불검출","적합"
"76","과자","사이타마현","2018-10-31","600","불검출","불검출","적합"
"77","캔디류","미에현","2018-10-26","127","불검출","불검출","적합"
