"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"78","소스","도치기현","2018-10-23","12,355","불검출","불검출","적합"
"79","볶은커피","오사카부","2018-10-30","2,661","불검출","불검출","적합"
"80","혼합장","훗카이도","2018-10-26","720","불검출","불검출","적합"
"81","된장","훗카이도","2018-10-26","1,400","불검출","불검출","적합"
"82","캔디류","아이치현","2018-10-18","864","불검출","불검출","적합"
"83","액상차","시가현","2018-10-01","15,000","불검출","불검출","적합"
"84","캔디류","아이치현","2018-11-16","1,800","불검출","불검출","적합"
"85","캔디류","아이치현","2018-11-16","600","불검출","불검출","적합"
"86","캔디류","아이치현","2018-11-15","480","불검출","불검출","적합"
"87","탄산음료","오사카부","2018-09-28","600","불검출","불검출","적합"
"88","복합조미식품","훗카이도","2018-10-18","9","불검출","불검출","적합"
"89","액상차","나가노현","2018-11-01","672","불검출","불검출","적합"
"90","과자","아이치현","2018-10-30","188","불검출","불검출","적합"
"91","밀크초콜릿","훗카이도","2018-11-05","27","불검출","불검출","적합"
"92","초콜릿","훗카이도","2018-11-05","27","불검출","불검출","적합"
"93","화이트초콜릿","훗카이도","2018-11-05","27","불검출","불검출","적합"
"94","밀크초콜릿","훗카이도","2018-11-05","27","불검출","불검출","적합"
"95","화이트초콜릿","훗카이도","2018-11-05","27","불검출","불검출","적합"
"96","초콜릿","훗카이도","2018-11-05","18","불검출","불검출","적합"
"97","초콜릿","훗카이도","2018-11-05","18","불검출","불검출","적합"
"98","초콜릿","훗카이도","2018-11-05","18","불검출","불검출","적합"
"99","초콜릿","훗카이도","2018-11-05","18","불검출","불검출","적합"
"100","초콜릿","훗카이도","2018-11-05","18","불검출","불검출","적합"
"101","초콜릿","훗카이도","2018-10-25","18","불검출","불검출","적합"
"102","소스","오사카부","2018-11-04","13,176","불검출","불검출","적합"
"103","가공두부","후쿠오카현","2018-11-09","10,080","불검출","불검출","적합"
"104","향신료조제품","도쿄도","2018-11-19","1,260","불검출","불검출","적합"
"105","혼합제제","오사카부","2018-11-22","200","불검출","불검출","적합"
