"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건12","-","-","33,243","-","-","-"
"1","활방어","에히메현","2016-01-04","4,533","불검출","불검출","적합"
"2","냉동붉평치","대서양","2016-01-04","8,072","불검출","불검출","적합"
"3","냉동상어 청상아
(
리)","대서양","2016-01-04","3,273","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-01-04","2,977","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-01-04","2,977","불검출","불검출","적합"
"6","활장어 먹장어
(
)","야마구치현","2016-01-04","1,821","불검출","불검출","적합"
"7","냉동새우살","도야마현","2016-01-04","80","불검출","불검출","적합"
"8","냉동다랑어
(
남방참다랑어
)","인도양","2016-01-04","2,641","불검출","불검출","적합"
"9","냉동다랑어
(
눈다랑어목살횟감
,
,
)","태평양","2016-01-04","1,260","불검출","불검출","적합"
"10","냉동다랑어
(
눈다랑어 횟감
,F,
)","태평양","2016-01-04","580","불검출","불검출","적합"
"11","냉동상어
(
청상아리
,F)","인도양","2016-01-04","4,133","불검출","불검출","적합"
"12","냉동상어
(
청상아리
,F)","태평양","2016-01-04","896","불검출","불검출","적합"
