"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"48","맥주","아이치현","2015-10-28","68,700","불검출","불검출","적합"
"49","맥주","후쿠오카현","2015-10-27","20,200","불검출","불검출","적합"
"50","맥주","아이치현","2015-11-05","78,800","불검출","불검출","적합"
"51","맥주","후쿠오카현","2015-11-06","10,100","불검출","불검출","적합"
"52","맥주","후쿠오카현","2015-11-06","16,800","불검출","불검출","적합"
"53","맥주","후쿠오카현","2015-10-14","34,920","불검출","불검출","적합"
"54","청주","도쿠시마현","2015-12-02","129.6","불검출","불검출","적합"
"55","과자(크래커)","이와테현","2015-11-11","106","불검출","불검출","적합"
"56","국수","훗카이도","2015-09-04","61.7","불검출","불검출","적합"
"57","과자(스낵과자)","고치현","2015-10-22","39.6","불검출","불검출","적합"
"58","캔디류(사탕)","훗카이도","2015-11-09","41.7","불검출","불검출","적합"
"59","과·채가공품","훗카이도","2015-11-11","17","불검출","불검출","적합"
"60","즉석조리식품","나가노현","2015-11-19","967.7","불검출","불검출","적합"
"61","청주","도치기현","2015-12-03","8,424","불검출","불검출","적합"
"62","볶은커피","오사카부","2015-11-11","1,520.6","불검출","불검출","적합"
"63","과자(크래커)","ETC","2015-10-02","132","불검출","불검출","적합"
"64","과자(스낵과자)","니가타현","2015-08-31","459","불검출","불검출","적합"
"65","혼합제제","가나가와현","2015-12-14","40","불검출","불검출","적합"
"66","과자(스낵과자)","니가타현","2015-09-01","132.6","불검출","불검출","적합"
"67","청주","도치기현","2015-12-03","1,123.2","불검출","불검출","적합"
"68","청주","도치기현","2015-11-10","518.4","불검출","불검출","적합"
"69","양조간장","지바현","2015-11-05","526.5","불검출","불검출","적합"
"70","양조간장","지바현","2015-11-12","2,527.2","불검출","불검출","적합"
"71","소스류","지바현","2015-12-03","1,041.9","불검출","불검출","적합"
"72","소스류","지바현","2015-11-25","363","불검출","불검출","적합"
"73","소스류","지바현","2015-11-25","6,000","불검출","불검출","적합"
"74","소스류","지바현","2015-11-03","99.9","불검출","불검출","적합"
"75","소스류","군마현","2015-10-20","48","불검출","불검출","적합"
"76","소스류","지바현","2015-11-05","702","불검출","불검출","적합"
"77","소스류","지바현","2015-11-03","792","불검출","불검출","적합"
"78","양조간장","지바현","2015-11-13","679.5","불검출","불검출","적합"
"79","빵류(그외 빵류)","돗토리현","2015-11-18","150","불검출","불검출","적합"
"80","즉석조리식품","가가와현","2015-11-22","4,992","불검출","불검출","적합"
"81","청주","교토부","2015-11-11","324","불검출","불검출","적합"
