"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"37","냉장갈치","효고현","2017-03-02","936","불검출","불검출","적합"
"38","냉장갈치","와카야마현","2017-03-02","528","불검출","불검출","적합"
"39","냉장준치","구마모토","2017-03-02","259","불검출","불검출","적합"
"40","활꼬막(새꼬막)","후쿠오카현","2017-03-02","3,000","불검출","불검출","적합"
"41","냉장갈치","와카야마현","2017-03-02","832","불검출","불검출","적합"
"42","냉장갈치","후쿠오카현","2017-03-02","510","불검출","불검출","적합"
"43","냉장갑오징어","야마구치현","2017-03-02","328","불검출","불검출","적합"
"44","냉장홍어","야마구치현","2017-03-02","264","불검출","불검출","적합"
"45","냉장병어","야마구치현","2017-03-02","310","불검출","불검출","적합"
"46","냉동게(참게)","후쿠오카현","2017-03-02","2,290","불검출","불검출","적합"
"47","냉동다랑어
(황다랑어,F,횟감)","대서양","2017-03-02","430","불검출","불검출","적합"
"48","활해삼","효고현","2017-03-02","200","불검출","불검출","적합"
"49","활가리비","홋카이도","2017-03-02","6,953","불검출","불검출","적합"
"50","활게(참게)","후쿠오카현","2017-03-02","257","불검출","불검출","적합"
"51","활장어(먹장어)","나가사키현","2017-03-02","796","불검출","불검출","적합"
