"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","80,526","-","-","-"
"1","활돔(참돔)","에히메현","2017-03-02","3,355","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2017-03-02","6,226","불검출","불검출","적합"
"3","냉동다랑어
(황다랑어,목살)","태평양","2017-03-02","195","불검출","불검출","적합"
"4","활꼬막(새꼬막)","후쿠오카현","2017-03-02","5,780","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2017-03-02","7,981","불검출","불검출","적합"
"6","냉동다랑어
(남방참다랑어,목살)","대서양","2017-03-02","921","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-03-02","2,040","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2017-03-02","960","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2017-03-02","1,115","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2017-03-02","2,296","불검출","불검출","적합"
"11","냉장준치","와카야마현","2017-03-02","144","불검출","불검출","적합"
"12","냉장명태","홋카이도","2017-03-02","2,592","불검출","불검출","적합"
"13","냉장대구","홋카이도","2017-03-02","700","불검출","불검출","적합"
"14","냉장돔(황돔)","야마구치현","2017-03-02","100","불검출","불검출","적합"
"15","냉장가오리","야마구치현","2017-03-02","820","불검출","불검출","적합"
"16","냉장갈치","미야자키현","2017-03-02","287","불검출","불검출","적합"
