"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","144,261","-","-","-"
"1","활돔(벵에돔)","오이타현","2017-02-28","1,594","불검출","불검출","적합"
"2","활방어","에히메현","2017-02-28","1,293","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2017-02-28","7,492","불검출","불검출","적합"
"4","활돔(돌돔)","에히메현","2017-02-28","591","불검출","불검출","적합"
"5","활돔(돌돔)","에히메현","2017-02-28","1,224","불검출","불검출","적합"
"6","냉동다랑어(눈다랑
어,목살,횟감)","태평양","2017-02-28","435","불검출","불검출","적합"
"7","냉동새치(황새치,F,
횟감)","태평양","2017-02-28","540","불검출","불검출","적합"
"8","활가리비","홋카이도","2017-02-28","8,315","불검출","불검출","적합"
"9","냉장명태","홋카이도","2017-02-28","1,320","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-02-28","6,740","불검출","불검출","적합"
"11","냉장명태","홋카이도","2017-02-28","3,500","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2017-02-28","721","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-02-28","1,944","불검출","불검출","적합"
"14","냉장가오리","야마구치현","2017-02-28","740","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2017-02-28","2,298","불검출","불검출","적합"
"16","냉장명태","홋카이도","2017-02-28","2,310","불검출","불검출","적합"
