"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장대구","홋카이도","2017-02-28","1,200","불검출","불검출","적합"
"18","냉장갈치","후쿠오카현","2017-02-28","615","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2017-02-28","2,302","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-02-28","1,140","불검출","불검출","적합"
"21","냉장명태","홋카이도","2017-02-28","3,396","불검출","불검출","적합"
"22","냉장갈치","효고현","2017-02-28","1,192","불검출","불검출","적합"
"23","냉장명태","홋카이도","2017-02-28","2,554","불검출","불검출","적합"
"24","활가리비","홋카이도","2017-02-28","6,982","불검출","불검출","적합"
"25","활우렁쉥이","홋카이도","2017-02-28","7,980","불검출","불검출","적합"
"26","냉장명태","홋카이도","2017-02-28","1,152","불검출","불검출","적합"
"27","냉장명태","홋카이도","2017-02-28","2,000","불검출","불검출","적합"
"28","냉장명태","홋카이도","2017-02-28","1,152","불검출","불검출","적합"
"29","냉장명태","홋카이도","2017-02-28","2,564","불검출","불검출","적합"
"30","냉장명태","홋카이도","2017-02-28","936","불검출","불검출","적합"
"31","냉장명태","홋카이도","2017-02-28","408","불검출","불검출","적합"
"32","냉장명태","홋카이도","2017-02-28","1,700","불검출","불검출","적합"
"33","냉장대구","홋카이도","2017-02-28","190","불검출","불검출","적합"
"34","냉장대구","홋카이도","2017-02-28","1,805","불검출","불검출","적합"
"35","냉장명태","홋카이도","2017-02-28","949","불검출","불검출","적합"
"36","냉장명태","홋카이도","2017-02-28","408","불검출","불검출","적합"
