"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","1,245,333","-","-","-"
"1","냉동대구","러시아","2017-02-28","16,383","불검출","불검출","적합"
"2","냉동명태","러시아","2017-02-28","1,028,840","불검출","불검출","적합"
"3","냉동명태(F)","러시아","2017-02-28","22,500","불검출","불검출","적합"
"4","냉동꽁치","대만","2017-02-28","45,800","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2017-02-28","21,250","불검출","불검출","적합"
"6","냉동꽁치","대만","2017-02-28","22,800","불검출","불검출","적합"
"7","냉동상어(곱상어)","뉴질랜드","2017-02-28","15,216","불검출","불검출","적합"
"8","냉동가자미
(각시가자미)","러시아","2017-02-28","22,500","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2017-02-28","6,000","불검출","불검출","적합"
"10","냉동가자미
(각시가자미)","러시아","2017-02-28","22,500","불검출","불검출","적합"
"11","냉동명태(F)","러시아","2017-02-28","21,544","불검출","불검출","적합"
