"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","107,354","-","-","-"
"1","활장어(먹장어)","가나가와현","2017-03-03","144","불검출","불검출","적합"
"2","냉장홍어","야마구치현","2017-03-03","520","불검출","불검출","적합"
"3","냉장명태","홋카이도","2017-03-03","890","불검출","불검출","적합"
"4","냉장명태","홋카이도","2017-03-03","1,420","불검출","불검출","적합"
"5","냉장갈치","와카야마현","2017-03-03","2,680","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2017-03-03","1,672","불검출","불검출","적합"
"7","냉장갈치","오이타현","2017-03-03","285","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2017-03-03","3,856","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2017-03-03","1,695","불검출","불검출","적합"
"10","냉장준치","와카야마현","2017-03-03","272","불검출","불검출","적합"
"11","냉장가오리","야마구치현","2017-03-03","1,150","불검출","불검출","적합"
"12","냉동돔(황돔)","야마구치현","2017-03-03","2,840","불검출","불검출","적합"
"13","활가리비","홋카이도","2017-03-03","6,976","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-03-03","2,610","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-03-03","4,054","불검출","불검출","적합"
"16","냉동가오리","야마구치현","2017-03-03","610","불검출","불검출","적합"
