"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","와카야마현","2017-03-02","760","불검출","불검출","적합"
"18","냉장가오리","에히메현","2017-03-02","630","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-03-02","611","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-03-02","1,008","불검출","불검출","적합"
"21","냉장명태","홋카이도","2017-03-02","1,040","불검출","불검출","적합"
"22","냉장대구","홋카이도","2017-03-02","2,700","불검출","불검출","적합"
"23","냉장명태","홋카이도","2017-03-02","624","불검출","불검출","적합"
"24","냉장명태","홋카이도","2017-03-02","1,008","불검출","불검출","적합"
"25","냉장명태","홋카이도","2017-03-02","1,040","불검출","불검출","적합"
"26","냉장대구","홋카이도","2017-03-02","2,690","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2017-03-02","92","불검출","불검출","적합"
"28","냉장명태","홋카이도","2017-03-02","1,920","불검출","불검출","적합"
"29","냉장명태","홋카이도","2017-03-02","1,000","불검출","불검출","적합"
"30","냉장대구","홋카이도","2017-03-02","2,000","불검출","불검출","적합"
"31","냉장대구","홋카이도","2017-03-02","60","불검출","불검출","적합"
"32","냉장명태","홋카이도","2017-03-02","4,143","불검출","불검출","적합"
"33","냉장갈치","오이타현","2017-03-02","765","불검출","불검출","적합"
"34","냉장갈치","와카야마현","2017-03-02","80","불검출","불검출","적합"
"35","활꼬막(새꼬막)","사가현","2017-03-02","2,700","불검출","불검출","적합"
"36","냉장가오리","에히메현","2017-03-02","2,250","불검출","불검출","적합"
