"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"37","냉장명태","홋카이도","2017-03-03","1,410","불검출","불검출","적합"
"38","냉장갈치","후쿠오카현","2017-03-03","1,605","불검출","불검출","적합"
"39","냉장홍어","야마구치현","2017-03-03","192","불검출","불검출","적합"
"40","냉장돔(황돔)","야마구치현","2017-03-03","145","불검출","불검출","적합"
"41","냉장명태","홋카이도","2017-03-03","4,230","불검출","불검출","적합"
"42","냉장갈치","도쿠시마현","2017-03-03","332","불검출","불검출","적합"
"43","냉장갈치","오이타현","2017-03-03","2,749","불검출","불검출","적합"
"44","활꼬막(새꼬막)","사가현","2017-03-03","2,260","불검출","불검출","적합"
"45","활장어(먹장어)","나가사키현","2017-03-03","1,688","불검출","불검출","적합"
"46","냉장갈치","후쿠오카현","2017-03-03","2,510","불검출","불검출","적합"
"47","냉장명태","홋카이도","2017-03-03","3,124","불검출","불검출","적합"
"48","냉장돔(황돔)","후쿠오카현","2017-03-03","244","불검출","불검출","적합"
"49","냉동상어
(청상아리,F)","태평양","2017-03-03","3,783","불검출","불검출","적합"
"50","냉동다랑어
(황다랑어,F,횟감)","인도양","2017-03-03","150","불검출","불검출","적합"
"51","활장어(먹장어)","가나가와현","2017-03-03","2,281","불검출","불검출","적합"
"52","활가리비","홋카이도","2017-03-03","6,977","불검출","불검출","적합"
"53","활돔(돌돔)","가나가와현","2017-03-03","1,332","불검출","불검출","적합"
"54","활가리비","홋카이도","2017-03-03","6,978","불검출","불검출","적합"
"55","활가리비","홋카이도","2017-03-03","7,797","불검출","불검출","적합"
