"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","볶은커피","오사카부","2017-01-24","1,331","불검출","불검출","적합"
"14","즉석조리식품","나가노현","2017-01-31","1,452","불검출","불검출","적합"
"15","캔디류(젤리)","나라현","2017-02-04","9,685","불검출","불검출","적합"
"16","캔디류(젤리)","나라현","2017-02-07","9,792","불검출","불검출","적합"
"17","청주","도치기현","2017-02-02","17,280","불검출","불검출","적합"
"18","청주","도치기현","2017-02-01","3,110","불검출","불검출","적합"
"19","혼합제제","와카야마현","2017-02-03","5","불검출","불검출","적합"
"20","금박","이시카와현","2017-02-17","0","불검출","불검출","적합"
"21","혼합제제","오사카부","2017-02-14","30","불검출","불검출","적합"
"22","혼합제제","도치기현","2017-01-30","30","불검출","불검출","적합"
"23","혼합제제","도치기현","2017-01-30","150","불검출","불검출","적합"
"24","혼합제제","오사카부","2016-12-15","380","불검출","불검출","적합"
"25","소스류","에히메현","2017-02-15","1,000","불검출","불검출","적합"
"26","혼합제제","사이타마현","2017-01-27","162","불검출","불검출","적합"
"27","혼합제제","사이타마현","2017-01-26","48","불검출","불검출","적합"
"28","과자(비스킷)","아이치현","2017-01-31","930","불검출","불검출","적합"
"29","기타가공품","훗카이도","2017-01-30","4,000","불검출","불검출","적합"
"30","맥주","후쿠오카현","2016-12-29","33,600","불검출","불검출","적합"
"31","맥주","후쿠오카현","2017-01-30","174,600","불검출","불검출","적합"
"32","떡류","가나가와현","2016-12-15","113","불검출","불검출","적합"
"33","맥주","오이타현","2017-01-18","397,440","불검출","불검출","적합"
"34","맥주","오이타현","2017-01-21","50,560","불검출","불검출","적합"
"35","청주","시가현","2017-01-28","86","불검출","불검출","적합"
"36","맥주","오이타현","2017-01-11","8,000","불검출","불검출","적합"
"37","볶은커피","미에현","2016-12-28","252","불검출","불검출","적합"
"38","소스류","오이타현","2017-02-01","1,800","불검출","불검출","적합"
"39","캔디류(사탕)","아이치현","2017-02-01","378","불검출","불검출","적합"
"40","수산물가공품","훗카이도","2017-02-10","750","불검출","불검출","적합"
"41","소스류","후쿠오카현","2017-02-14","7,500","불검출","불검출","적합"
"42","장류절임","가고시마현","2017-02-06","1,000","불검출","불검출","적합"
"43","소스류","지바현","2017-01-06","4,140","불검출","불검출","적합"
"44","과자(스낵과자)","아이치현","2017-01-11","79","불검출","불검출","적합"
"45","과자(스낵과자)","니가타현","2017-02-13","918","불검출","불검출","적합"
"46","소스류","사이타마현","2017-01-11","34","불검출","불검출","적합"
