"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","63,882","-","-","-"
"1","활가리비","홋카이도","2017-02-24","7,000","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2017-02-24","250","불검출","불검출","적합"
"3","냉장병어","야마구치현","2017-02-24","200","불검출","불검출","적합"
"4","활장어(먹장어)","나가사키현","2017-02-24","1,838","불검출","불검출","적합"
"5","냉동다랑어(눈다랑
어,F,횟감)","대서양","2017-02-24","1,000","불검출","불검출","적합"
"6","냉동다랑어(눈다랑
어,목살,횟감)","대서양","2017-02-24","1,410","불검출","불검출","적합"
"7","냉동다랑어(남방참
다랑어,F,횟감)","인도양","2017-02-24","770","불검출","불검출","적합"
"8","활가리비","홋카이도","2017-02-24","20,285","불검출","불검출","적합"
"9","활대합(북방대합)","홋카이도","2017-02-24","1,782","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-02-24","2,170","불검출","불검출","적합"
"11","냉장명태","홋카이도","2017-02-24","2,170","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2017-02-24","7,970","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-02-24","5,230","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2017-02-24","664","불검출","불검출","적합"
"15","활꼬막(새꼬막)","사가현","2017-02-24","1,980","불검출","불검출","적합"
"16","활바리(자바리)","나가사키현","2017-02-24","331","불검출","불검출","적합"
