"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"37","냉장명태","홋카이도","2017-02-28","1,710","불검출","불검출","적합"
"38","냉장대구","홋카이도","2017-02-28","1,815","불검출","불검출","적합"
"39","냉장명태","홋카이도","2017-02-28","816","불검출","불검출","적합"
"40","냉장명태","홋카이도","2017-02-28","2,500","불검출","불검출","적합"
"41","냉장대구","홋카이도","2017-02-28","1,260","불검출","불검출","적합"
"42","냉장준치","구마모토","2017-02-28","105","불검출","불검출","적합"
"43","냉장가오리","에히메현","2017-02-28","720","불검출","불검출","적합"
"44","냉장갈치","효고현","2017-02-28","544","불검출","불검출","적합"
"45","냉장홍어","야마구치현","2017-02-28","624","불검출","불검출","적합"
"46","냉장병어","야마구치현","2017-02-28","430","불검출","불검출","적합"
"47","냉장갈치","야마구치현","2017-02-28","690","불검출","불검출","적합"
"48","냉장명태","홋카이도","2017-02-28","2,320","불검출","불검출","적합"
"49","활꼬막(새꼬막)","사가현","2017-02-28","3,120","불검출","불검출","적합"
"50","냉장갈치","후쿠오카현","2017-02-28","205","불검출","불검출","적합"
"51","활가리비","홋카이도","2017-02-28","7,019","불검출","불검출","적합"
"52","활돔(돌돔)","에히메현","2017-02-28","1,190","불검출","불검출","적합"
"53","활방어","에히메현","2017-02-28","420","불검출","불검출","적합"
"54","활가리비","홋카이도","2017-02-28","6,986","불검출","불검출","적합"
"55","냉장대구","홋카이도","2017-02-28","190","불검출","불검출","적합"
