"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","36건","-","-","112,591","-","-","-"
"1","활돔(참돔)","에히메현","2014-12-17","2,939","불검출","불검출","적합"
"2","활돔(돌돔)","에히메현","2014-12-17","1,192","불검출","불검출","적합"
"3","활돔(벵에돔)","에히메현","2014-12-17","1,864","불검출","불검출","적합"
"4","활장어(먹장어)","나가사키현","2014-12-17","0","불검출","불검출","적합"
"5","냉동다랑어(남방참다랑어) 인도양","","2014-12-17","2,084","불검출","불검출","적합"
"6","냉장돔(황돔)","야마구치현","2014-12-17","140","불검출","불검출","적합"
"7","냉장복어(까치복)","후쿠오카현","2014-12-17","110","불검출","불검출","적합"
"8","냉장가오리","에히메현","2014-12-17","1,640","불검출","불검출","적합"
"9","냉동다랑어(눈다랑어,F,횟감)","시즈오카현","2014-12-17","737","불검출","불검출","적합"
"10","냉동다랑어(눈다랑어,목살) 시즈오카현","","2014-12-17","330","불검출","불검출","적합"
"11","냉동새치(녹새치,F,횟감) 시즈오카현","","2014-12-17","310","불검출","불검출","적합"
"12","냉동다랑어(눈다랑어,F,횟감)","시즈오카현","2014-12-17","397","불검출","불검출","적합"
"13","활장어(먹장어)","야마구치현","2014-12-17","1,710","불검출","불검출","적합"
"14","활장어(먹장어)","나가사키현","2014-12-17","0","불검출","불검출","적합"
"15","냉장돔(황돔)","야마구치현","2014-12-17","65","불검출","불검출","적합"
"16","활꼬막(새꼬막)","후쿠오카현","2014-12-17","1,470","불검출","불검출","적합"
"17","활우렁쉥이","홋카이도","2014-12-17","8,984","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2014-12-17","8,860","불검출","불검출","적합"
"19","냉장명태","홋카이도","2014-12-17","3,000","불검출","불검출","적합"
"20","활가리비","홋카이도","2014-12-17","13,594","불검출","불검출","적합"
"21","활꼬막","후쿠오카현","2014-12-17","4,440","불검출","불검출","적합"
"22","활꼬막(새꼬막)","후쿠오카현","2014-12-17","400","불검출","불검출","적합"
"23","냉장다랑어(참다랑어)","나가사키현","2014-12-17","60","불검출","불검출","적합"
"24","냉장명태","홋카이도","2014-12-17","5,500","불검출","불검출","적합"
"25","냉장갈치","오이타현","2014-12-17","65","불검출","불검출","적합"
"26","냉장갈치","후쿠오카현","2014-12-17","137","불검출","불검출","적합"
