"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(참돔)","에히메현","2019-05-03","7,025","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2019-05-03","5,945","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2019-05-03","2,863","불검출","불검출","적합"
"4","활가리비","홋카이도","2019-05-03","6,843","불검출","불검출","적합"
"5","활돔(돌돔)","가나가와현","2019-05-03","1,339","불검출","불검출","적합"
"6","활가리비","홋카이도","2019-05-03","6,888","불검출","불검출","적합"
"7","활돔(참돔)","에히메현","2019-05-03","12,869","불검출","불검출","적합"
"8","활돔(참돔)","에히메현","2019-05-03","14,980","불검출","불검출","적합"
"9","활가리비","홋카이도","2019-05-03","7,000","불검출","불검출","적합"
"10","활게(왕게)","홋카이도","2019-05-03","900","불검출","불검출","적합"
"11","활가리비","홋카이도","2019-05-03","5,880","불검출","불검출","적합"
"12","활돔(참돔)","에히메현","2019-05-03","4,737","불검출","불검출","적합"
"13","활돔(벤자리)","에히메현","2019-05-03","1,933","불검출","불검출","적합"
"합계","","-","-","79,202","-","-","-"
