"순번순번순번순번","품목명
품목명
품목명품목명","제조 생산지
제조 생산지
제조 생산지
제조 생산지","유통기한
유통기한
유통기한
유통기한
포장일자
포장일자
포장일자
포장일자","중량중량중량중량","검사결과
검사결과
검사결과
검사결과","",""
"","","","","","요오드
요오드
세슘세슘세슘세슘
요오드요오드
판정판정판정판정
기준기준기준기준
기준기준기준기준","",""
"합계합계합계합계","","","","","","",""
"","고형차","러시아연방","","","","불검출","적합"
