"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장명태","홋카이도","2018-05-24","2,600","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2018-05-24","4,493","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2018-05-24","224","불검출","불검출","적합"
"24","냉장준치","후쿠오카현","2018-05-24","90","불검출","불검출","적합"
"25","냉장갈치","와카야마현","2018-05-24","360","불검출","불검출","적합"
"26","활농어","에히메현","2018-05-24","4,756","불검출","불검출","적합"
"27","냉장갈치","와카야마현","2018-05-24","456","불검출","불검출","적합"
"28","활돔(참돔)","에히메현","2018-05-24","11,212","불검출","불검출","적합"
"29","활돔(참돔)","에히메현","2018-05-24","20,030","불검출","불검출","적합"
"30","활가리비","홋카이도","2018-05-24","7,195","불검출","불검출","적합"
"31","활가리비","홋카이도","2018-05-24","6,433","불검출","불검출","적합"
"32","활가리비","홋카이도","2018-05-24","6,995","불검출","불검출","적합"
"합계","","-","-","129,330","-","-","-"
