"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","청국장","도쿄도","2016-06-29","1,598","불검출","불검출","적합"
"15","소스류","도치기현","2016-05-26","240","불검출","불검출","적합"
"16","소스류","군마현","2016-06-10","2,430","불검출","불검출","적합"
"17","혼합제제","도치기현","2016-07-13","180","불검출","불검출","적합"
"18","장류절임","미야자키현","2016-07-20","22","불검출","불검출","적합"
"19","과자(쿠키)","이바라키현","2016-05-23","120","불검출","불검출","적합"
"20","소스류","히로시마현","2016-06-22","18","불검출","불검출","적합"
"21","혼합제제","오사카부","2016-07-14","50","불검출","불검출","적합"
"22","덱스트린","효고현","2016-06-02","1,500","불검출","불검출","적합"
"23","당류가공품","효고현","2016-07-26","620","불검출","불검출","적합"
"24","장류절임","미야자키현","2016-07-20","16","불검출","불검출","적합"
"25","글루코아밀라아제","아이치현","2016-06-04","500","불검출","불검출","적합"
"26","화이트초콜릿","훗카이도","2016-07-26","108","불검출","불검출","적합"
"27","초콜릿","훗카이도","2016-07-26","120","불검출","불검출","적합"
"28","밀크초콜릿","훗카이도","2016-07-26","300","불검출","불검출","적합"
"29","초콜릿","훗카이도","2016-07-26","90","불검출","불검출","적합"
"30","식초절임(매실절임)","와카야마현","2016-06-17","384","불검출","불검출","적합"
"31","소스류","도치기현","2016-05-16","60","불검출","불검출","적합"
"32","화이트초콜릿","훗카이도","2016-07-26","75","불검출","불검출","적합"
"33","화이트초콜릿","훗카이도","2016-07-26","338","불검출","불검출","적합"
"34","초콜릿가공품","훗카이도","2016-07-26","36","불검출","불검출","적합"
"35","소스류","후쿠오카현","2016-06-24","90","불검출","불검출","적합"
"36","소스류","도치기현","2016-06-06","390","불검출","불검출","적합"
"37","프로테아제(곰팡이
성:HUT)","아이치현","2016-05-13","20","불검출","불검출","적합"
"38","카레","미야기현","2016-06-16","2,023","불검출","불검출","적합"
"39","혼합제제","오사카부","2016-07-28","75","불검출","불검출","적합"
"40","소스류","히로시마현","2016-06-17","660","불검출","불검출","적합"
"41","청국장","도쿄도","2016-06-20","1,781","불검출","불검출","적합"
"42","청주","도치기현","2016-07-11","922","불검출","불검출","적합"
"43","과자(쿠키)","이바라키현","2016-05-26","120","불검출","불검출","적합"
"44","캔디류(사탕)","오사카부","2016-06-30","131","불검출","불검출","적합"
"45","청주","도치기현","2016-07-14","1,555","불검출","불검출","적합"
"46","맥주","오이타현","2016-06-25","16,422","불검출","불검출","적합"
"47","소스류","히로시마현","2016-06-15","216","불검출","불검출","적합"
