"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","69","","142,789","","",""
"1","청주","히로시마현","2016-07-04","43","불검출","불검출","적합"
"2","청주","효고현","2016-07-12","864","불검출","불검출","적합"
"3","과.채가공품","오카야마현","2016-06-13","9,600","불검출","불검출","적합"
"4","과자(스낵과자)","니가타현","2016-07-12","1,326","불검출","불검출","적합"
"5","혼합제제","히로시마현","2016-07-14","195","불검출","불검출","적합"
"6","캔디류(젤리)","에히메현","2016-05-23","331","불검출","불검출","적합"
"7","혼합제제","오사카부","2016-07-06","90","불검출","불검출","적합"
"8","캔디류(사탕)","후쿠시마현","2016-06-13","414","불검출","불검출","적합"
"9","조미된장","아이치현","2016-07-22","2,000","불검출","불검출","적합"
"10","혼합제제","히로시마현","2016-07-05","705","불검출","불검출","적합"
"11","혼합제제","오카야마현","","15","불검출","불검출","적합"
"12","청주","히로시마현","2016-07-04","86","불검출","불검출","적합"
"13","기타주류","야마구치현","2016-07-12","22,680","불검출","불검출","적합"
