"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","74,261","-","-","-"
"1","활돔(참돔)","구마모토현","2016-08-11","4,365","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2016-08-11","13,494","불검출","불검출","적합"
"3","냉동다랑어
(눈다랑어,목살)","대서양","2016-08-11","300","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-08-11","876","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-08-11","864","불검출","불검출","적합"
"6","냉장대구","홋카이도","2016-08-11","250","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2016-08-11","192","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-08-11","5,434","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2016-08-11","728","불검출","불검출","적합"
"10","활가리비","홋카이도","2016-08-11","6,984","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-08-11","544","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-08-11","1,540","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2016-08-11","1,093","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2016-08-11","5,266","불검출","불검출","적합"
