"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","397","671,167","9","3,447","276","589,537","2","131","110","78,054"
"8.8","76","100,706","9","3,447","45","93,486","0","0","22","3,773"
"8.9","76","232,267","0","0","63","227,822","0","0","13","4,445"
"8.10","69","142,789","0","0","45","118,795","1","31","23","23,964"
"8.11","84","98,102","0","0","58","70,096","0","0","26","28,006"
"8.12","92","97,303","0","0","65","79,338","1","100","26","178,66"
