"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","68,634","-","-","-"
"1","냉동방어
(F,포장횟감)","나가사키현","2016-08-12","15,016","불검출","불검출","적합"
"2","활돔(쥐돔)","미야자키현","2016-08-12","112","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-08-12","13,962","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2016-08-12","757","불검출","불검출","적합"
"5","냉동다랑어
(눈다랑어,목살)","태평양","2016-08-12","1,970","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-08-12","7,015","불검출","불검출","적합"
"7","냉장갈치","후쿠오카현","2016-08-12","430","불검출","불검출","적합"
"8","냉장돔(황돔)","후쿠오카현","2016-08-12","288","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2016-08-12","130","불검출","불검출","적합"
"10","냉장돔(참돔)","후쿠오카현","2016-08-12","60","불검출","불검출","적합"
"11","냉장돔(황돔)","나가사키현","2016-08-12","64","불검출","불검출","적합"
"12","냉장민어(수조기)","오카야마현","2016-08-12","66","불검출","불검출","적합"
"13","냉장민어(수조기)","야마구치현","2016-08-12","75","불검출","불검출","적합"
"14","활장어(붕장어)","나가사키현","2016-08-12","225","불검출","불검출","적합"
