"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","67,467","-","-","-"
"1","활가리비","홋카이도","2016-08-10","7,500","불검출","불검출","적합"
"2","냉장명태","홋카이도","2016-08-10","2,884","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2016-08-10","2,542","불검출","불검출","적합"
"4","냉장돔(황돔)","후쿠오카현","2016-08-10","180","불검출","불검출","적합"
"5","냉장갈치","후쿠오카현","2016-08-10","474","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-08-10","1,242","불검출","불검출","적합"
"7","냉장갈치","후쿠오카현","2016-08-10","305","불검출","불검출","적합"
"8","냉장돔(황돔)","후쿠오카현","2016-08-10","170","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-08-10","6,586","불검출","불검출","적합"
"10","활가리비","홋카이도","2016-08-10","6,965","불검출","불검출","적합"
"11","활가리비","홋카이도","2016-08-10","7,282","불검출","불검출","적합"
"12","냉장돔(참돔)","후쿠오카현","2016-08-10","330","불검출","불검출","적합"
"13","냉장돔(참돔)","나가사키현","2016-08-10","144","불검출","불검출","적합"
"14","냉장돔(황돔)","나가사키현","2016-08-10","400","불검출","불검출","적합"
