"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"86","캔디류","아이치현","2018-06-13","1,800","불검출","불검출","적합"
"87","캔디류","아이치현","2018-06-13","1,584","불검출","불검출","적합"
"88","캔디류","아이치현","2018-06-12","348","불검출","불검출","적합"
"89","당류가공품","오사카부","2018-05-22","238","불검출","불검출","적합"
"90","당류가공품","오사카부","2018-05-14","176","불검출","불검출","적합"
"91","캔디류","아이치현","2018-05-16","78","불검출","불검출","적합"
"92","비타민","기후현","2018-05-21","12","불검출","불검출","적합"
"93","혼합음료","시즈오카현","2018-05-29","51","불검출","불검출","적합"
"94","캔디류","야마나시현","2018-05-14","1,050","불검출","불검출","적합"
"95","기타 주류","지바현","2018-05-15","583","불검출","불검출","적합"
"96","혼합장","효고현","2018-04-19","680","불검출","불검출","적합"
"97","양조간장","효고현","2018-05-08","630","불검출","불검출","적합"
"98","기타가공품","지바현","2018-01-12","9","불검출","불검출","적합"
"99","기타가공품","지바현","2018-05-11","43","불검출","불검출","적합"
"100","기타가공품","지바현","2018-05-11","317","불검출","불검출","적합"
"101","비타민C","시즈오카현","2018-05-08","45","불검출","불검출","적합"
"102","즉석조리식품","훗카이도","2018-03-03","48","불검출","불검출","적합"
"103","즉석조리식품","훗카이도","2018-02-23","48","불검출","불검출","적합"
"104","즉석조리식품","훗카이도","2018-02-26","48","불검출","불검출","적합"
"105","조미김","히로시마현","2018-05-31","180","불검출","불검출","적합"
"106","소스","사이타마현","2018-05-21","632","불검출","불검출","적합"
"107","소스","히로시마현","2018-05-21","2,363","불검출","불검출","적합"
"108","곡류가공품","히로시마현","2018-05-28","1,584","불검출","불검출","적합"
"109","소스","히로시마현","2018-05-28","54","불검출","불검출","적합"
"110","혼합제제","시가현","2018-06-13","150","불검출","불검출","적합"
"111","기타천연착향료","시가현","2018-06-07","100","불검출","불검출","적합"
"112","혼합제제","시가현","2018-06-11","20","불검출","불검출","적합"
"113","합성향료","시가현","2018-06-07","50","불검출","불검출","적합"
"114","기타천연착향료","시가현","2018-06-11","10","불검출","불검출","적합"
"115","탄산음료","효고현","2018-04-29","720","불검출","불검출","적합"
"116","탄산음료","지바현","2018-04-26","708","불검출","불검출","적합"
"117","탄산음료","지바현","2018-03-23","708","불검출","불검출","적합"
"118","탄산음료","지바현","2018-05-02","708","불검출","불검출","적합"
"119","탄산수","야마나시현","2018-05-04","720","불검출","불검출","적합"
"120","청주","효고현","2018-05-21","1,555","불검출","불검출","적합"
