"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"16","과자","니가타현","2018-06-07","134","불검출","불검출","적합"
"17","어묵","오사카부","2018-05-08","108","불검출","불검출","적합"
"18","액상커피","시즈오카현","2018-05-28","26,732","불검출","불검출","적합"
"19","클로렐라 제품","교토부","2018-06-11","439","불검출","불검출","적합"
"20","금박","가나가와현","2018-06-05","0","불검출","불검출","적합"
"21","절임식품","도치기현","2018-06-13","8","불검출","불검출","적합"
"22","절임식품","도쿄도","2018-06-13","28","불검출","불검출","적합"
"23","고형차","교토부","2018-06-08","680","불검출","불검출","적합"
"24","캔디류","아이치현","2018-05-31","424","불검출","불검출","적합"
"25","혼합장","아이치현","2018-06-05","7,000","불검출","불검출","적합"
"26","볶은커피","오사카부","2018-05-03","212","불검출","불검출","적합"
"27","볶은커피","오사카부","2018-04-24","212","불검출","불검출","적합"
"28","캔디류","아이치현","2018-05-28","345","불검출","불검출","적합"
"29","캔디류","아이치현","2018-06-05","424","불검출","불검출","적합"
"30","소스","후쿠오카현","2018-05-02","283","불검출","불검출","적합"
"31","기타 수산물가공품","훗카이도","2018-06-14","450","불검출","불검출","적합"
"32","절임식품","가고시마현","2018-06-11","1,050","불검출","불검출","적합"
"33","인스턴트커피","오사카부","2018-05-21","120","불검출","불검출","적합"
"34","소스","오이타현","2018-06-08","2,400","불검출","불검출","적합"
"35","볶은커피","효고현","2018-05-20","76","불검출","불검출","적합"
"36","복합조미식품","효고현","2018-05-25","400","불검출","불검출","적합"
"37","혼합제제","오사카부","2018-06-15","500","불검출","불검출","적합"
"38","소스","후쿠오카현","2018-06-01","1,000","불검출","불검출","적합"
"39","혼합제제","오카야마현","2018-06-13","60","불검출","불검출","적합"
"40","혼합제제","효고현","2018-06-11","17","불검출","불검출","적합"
"41","기타천연착향료","효고현","2018-06-12","45","불검출","불검출","적합"
"42","혼합제제","효고현","2018-06-11","60","불검출","불검출","적합"
"43","혼합제제","효고현","2018-06-08","34","불검출","불검출","적합"
"44","합성향료","효고현","2018-06-08","68","불검출","불검출","적합"
"45","혼합제제","효고현","2018-06-08","51","불검출","불검출","적합"
"46","혼합제제","오카야마현","2018-06-13","120","불검출","불검출","적합"
"47","기타가공품","아오모리현","2017-06-09","1,001","불검출","불검출","적합"
"48","덱스트린","효고현","2018-03-04","25,600","불검출","불검출","적합"
"49","청주","니가타현","2018-05-18","90","불검출","불검출","적합"
"50","청주","니가타현","2018-05-17","86","불검출","불검출","적합"
