"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","고형차","시즈오카현","2015-06-02","360","불검출","불검출","적합"
"14","과.채주스","오키나와현","2015-07-16","120","불검출","불검출","적합"
"15","수산물가공품","오키나와현","2015-07-16","90","불검출","불검출","적합"
"16","땅콩또는견과류가공품","오키나와현","2015-07-24","100","불검출","불검출","적합"
"17","캔디류(사탕)","오키나와현","2015-07-23","24","불검출","불검출","적합"
"18","소스류","히로시마현","2015-07-15","645","불검출","불검출","적합"
"19","초콜릿가공품","오키나와현","2015-07-23","24","불검출","불검출","적합"
"20","초콜릿가공품","오키나와현","2015-07-23","24","불검출","불검출","적합"
"21","소스류","히로시마현","2015-06-23","660","불검출","불검출","적합"
"22","소스류","히로시마현","2015-06-22","648","불검출","불검출","적합"
"23","소스류","히로시마현","2015-07-01","618.3","불검출","불검출","적합"
"24","소스류","히로시마현","2015-07-13","1,264.2","불검출","불검출","적합"
"25","소스류","히로시마현","2015-07-08","759.6","불검출","불검출","적합"
"26","소스류","히로시마현","2015-07-02","138","불검출","불검출","적합"
"27","청주","아키타현","2015-07-01","300","불검출","불검출","적합"
"28","과자(스낵과자)","아이치현","2015-07-22","1,783.15","불검출","불검출","적합"
"29","청주","시즈오카현","2015-07-06","144","불검출","불검출","적합"
"30","기타주류","시즈오카현","2015-07-10","108","불검출","불검출","적합"
"31","기타주류","시즈오카현","2015-07-16","144","불검출","불검출","적합"
"32","기타주류","시즈오카현","2015-05-22","108","불검출","불검출","적합"
"33","혼합제제","시즈오카현","2015-07-16","1,848","불검출","불검출","적합"
"34","향신료조제품(고추
냉이가공품)","사이타마현","2015-06-26","1,860","불검출","불검출","적합"
"35","혼합제제","오사카부","2015-06-22","510","불검출","불검출","적합"
"36","소스류","효고현","2015-06-05","1,260","불검출","불검출","적합"
"37","소스류","효고현","2015-04-04","2,520","불검출","불검출","적합"
"38","소스류","효고현","2015-06-16","403.2","불검출","불검출","적합"
"39","소스류","효고현","2015-06-06","180","불검출","불검출","적합"
"40","리큐르","아이치현","2015-06-05","300","불검출","불검출","적합"
"41","복합조미식품","와카야마현","2015-07-24","530","불검출","불검출","적합"
"42","혼합제제","오사카부","2015-07-22","45","불검출","불검출","적합"
