"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","54건","-","-","206,848","-","-","-"
"1","활돔(참돔)","구마모토현","2015-2-10","9,767","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2015-2-10","10,014","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-2-10","11,500","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-2-10","6,400","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-2-10","6,460","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-2-10","7,480","불검출","불검출","적합"
"7","냉동상어(청상아리,F)","인도양","2015-2-10","2,410","불검출","불검출","적합"
"8","냉동상어(청상아리,F)","태평양","2015-2-10","2,070","불검출","불검출","적합"
"9","냉장갈치","나가사키현","2015-2-10","285","불검출","불검출","적합"
"10","냉장갈치","야마구치현","2015-2-10","352","불검출","불검출","적합"
"11","냉장민어(수조기)","야마구치현","2015-2-10","66","불검출","불검출","적합"
"12","냉장돔(황돔)","야마구치현","2015-2-10","85","불검출","불검출","적합"
"13","활해삼","사가현","2015-2-10","400","불검출","불검출","적합"
"14","활해삼","나가사키현","2015-2-10","220","불검출","불검출","적합"
"15","냉장돔(참돔)","나가사키현","2015-2-10","520","불검출","불검출","적합"
"16","냉장돔(황돔)","나가사키현","2015-2-10","400","불검출","불검출","적합"
"17","냉장가오리","에히메현","2015-2-10","740","불검출","불검출","적합"
"18","활가리비","홋카이도","2015-2-10","6,855","불검출","불검출","적합"
"19","냉장명태","홋카이도","2015-2-10","10,855","불검출","불검출","적합"
"20","냉장갈치","와카야마현","2015-2-10","1,832","불검출","불검출","적합"
"21","냉장돔(참돔)","야마구치현","2015-2-10","528","불검출","불검출","적합"
"22","냉장돔(황돔)","야마구치현","2015-2-10","754","불검출","불검출","적합"
"23","냉장가오리","야마구치현","2015-2-10","440","불검출","불검출","적합"
"24","냉장홍어","야마구치현","2015-2-10","672","불검출","불검출","적합"
"25","활가리비","홋카이도","2015-2-10","7,090","불검출","불검출","적합"
"26","활가리비","홋카이도","2015-2-10","7,780","불검출","불검출","적합"
