"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장갈치","와카야마현","2019-07-08","2,241","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2019-07-08","16,757","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2019-07-08","1,892","불검출","불검출","적합"
"4","냉장갈치","와카야마현","2019-07-08","536","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2019-07-08","5,078","불검출","불검출","적합"
"6","활가리비","홋카이도","2019-07-08","7,341","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2019-07-08","1,128","불검출","불검출","적합"
"8","냉동다랑어(눈다랑어)","대서양","2019-07-08","23,352","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2019-07-08","496","불검출","불검출","적합"
"10","활가리비","홋카이도","2019-07-08","6,688","불검출","불검출","적합"
"11","냉동다랑어(눈다랑어,F,횟감)","태평양","2019-07-08","262","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2019-07-08","576","불검출","불검출","적합"
"합계","","-","-","66,347","-","-","-"
