"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동꽁치","대만","2019-07-05","22,392","불검출","불검출","적합"
"2","냉동새우(흰다리새우)","에콰도르","2019-07-05","21,528","불검출","불검출","적합"
"3","냉동가자미(각시가자미)","러시아","2019-07-05","22,400","불검출","불검출","적합"
"4","냉동꽁치","대만","2019-07-05","22,420","불검출","불검출","적합"
"5","냉동등목어","방글라데시","2019-07-05","288","불검출","불검출","적합"
"6","냉동어란(명란)","러시아","2019-07-05","20,930","불검출","불검출","적합"
"7","냉동가자미(각시가자미)","러시아","2019-07-05","88,200","불검출","불검출","적합"
"8","냉동오징어","나미비아","2019-07-05","10,152","불검출","불검출","적합"
"9","냉동다랑어(눈다랑어,목살,횟감)","대만","2019-07-05","369","불검출","불검출","적합"
"합계","","-","-","208,679","-","-","-"
