"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(참돔)","에히메현","2019-07-09","8,649","불검출","불검출","적합"
"2","냉동새치(돛새치)","대서양","2019-07-09","4,966","불검출","불검출","적합"
"3","냉장돔(황돔)","후쿠오카현","2019-07-09","80","불검출","불검출","적합"
"4","활가리비","홋카이도","2019-07-09","2,578","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2019-07-09","975","불검출","불검출","적합"
"6","냉동가오리","후쿠오카현","2019-07-09","9,420","불검출","불검출","적합"
"7","활가리비","홋카이도","2019-07-09","7,212","불검출","불검출","적합"
"8","활장어(먹장어)","야마구치현","2019-07-09","940","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2019-07-09","2,089","불검출","불검출","적합"
"10","냉장명태","홋카이도","2019-07-09","2,400","불검출","불검출","적합"
"11","활가리비","홋카이도","2019-07-09","20,465","불검출","불검출","적합"
"12","냉동돔(황돔)","후쿠오카현","2019-07-09","6,712","불검출","불검출","적합"
"13","냉장다랑어(참다랑어)","나가사키현","2019-07-09","46","불검출","불검출","적합"
"14","냉장명태","홋카이도","2019-07-09","960","불검출","불검출","적합"
"15","냉동다랑어(남방참다랑어,목살)","인도양","2019-07-09","174","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2019-07-09","1,200","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2019-07-09","800","불검출","불검출","적합"
"18","활장어(먹장어)","후쿠오카현","2019-07-09","1,596","불검출","불검출","적합"
"19","냉동새치(황새치,F,횟감)","대서양","2019-07-09","1,093","불검출","불검출","적합"
"20","활가리비","홋카이도","2019-07-09","6,975","불검출","불검출","적합"
