"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"146","혼합장","야마나시현","2018-08-03","8,400","불검출","불검출","적합"
"147","혼합장","나가노현","2018-07-26","4,000","불검출","불검출","적합"
"148","소스","도치기현","2018-06-05","12,355","불검출","불검출","적합"
"149","혼합제제","군마현","2018-07-27","720","불검출","불검출","적합"
"150","기타가공품","지바현","2018-07-05","48","불검출","불검출","적합"
"151","기타가공품","지바현","2018-06-28","94","불검출","불검출","적합"
"152","청주","미야기현","2018-07-14","86","불검출","불검출","적합"
"153","가르시니아
캄보지아추출물","시즈오카현","2018-07-04","606","불검출","불검출","적합"
"154","소주","미야자키현","2018-07-13","9","불검출","불검출","적합"
"155","소주","미야자키현","2018-07-12","259","불검출","불검출","적합"
