"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","7건","","","206,246","-","-","-"
"1","냉동대구(목살)","러시아","2015-02-23","2,496","불검출","불검출","적합"
"2","냉동고등어","중국","2015-02-23","72,000","불검출","불검출","적합"
"3","냉동대구(목살)","러시아","2015-02-23","260","불검출","불검출","적합"
"4","냉동각시가자미","러시아","2015-02-23","19,500","불검출","불검출","적합"
"5","냉동볼락(장문볼락)","에스토니아","2015-02-23","64,790","불검출","불검출","적합"
"6","냉동고등어","중국","2015-02-23","24,000","불검출","불검출","적합"
"7","냉동고등어","대만","2015-02-23","23,200","불검출","불검출","적합"
