"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","20건","-","-","93,421","-","-","-"
"1","활장어(먹장어)","나가사키현","2015-2-24","765","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-2-24","6,500","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-2-24","7,154","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-2-24","7,476","불검출","불검출","적합"
"5","냉동다랑어(남방참다랑어) 시즈오카현","","2015-2-24","7,031","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-2-24","6,960","불검출","불검출","적합"
"7","냉장명태","홋카이도","2015-2-24","11,310","불검출","불검출","적합"
"8","냉장갈치","오이타현","2015-2-24","576","불검출","불검출","적합"
"9","냉장준치","와카야마현","2015-2-24","280","불검출","불검출","적합"
"10","활가리비","홋카이도","2015-2-24","7,701","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-2-24","7,200","불검출","불검출","적합"
"12","냉장명태","홋카이도","2015-2-24","2,650","불검출","불검출","적합"
"13","냉장홍어","야마구치현","2015-2-24","384","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2015-2-24","1,665","불검출","불검출","적합"
"15","냉장명태","홋카이도","2015-2-24","5,252","불검출","불검출","적합"
"16","냉장명태","홋카이도","2015-2-24","3,000","불검출","불검출","적합"
"17","냉장명태","홋카이도","2015-2-24","5,265","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2015-2-24","902","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2015-2-24","950","불검출","불검출","적합"
"20","활꼬막(새꼬막)","후쿠오카현","2015-2-24","10,400","불검출","불검출","적합"
