"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"13","떡류","군마현","2014-08-06","218.4","불검출","불검출","적합"
"14","떡류","군마현","2014-08-28","218.4","불검출","불검출","적합"
"15","떡류","군마현","2014-07-15","218.4","불검출","불검출","적합"
"16","떡류","군마현","2014-08-27","218.4","불검출","불검출","적합"
"17","청주","돗토리현","2014-12-15","129.6","불검출","불검출","적합"
"18","소스류","아이치현","2014-11-26","540","불검출","불검출","적합"
"19","가공두부","교토부","2015-01-13","1,190","불검출","불검출","적합"
"20","당류가공품","교토부","2015-01-23","148.5","불검출","불검출","적합"
"21","당류가공품","교토부","2015-01-23","276.75","불검출","불검출","적합"
"22","당류가공품","교토부","2015-01-22","202.5","불검출","불검출","적합"
"23","당류가공품","교토부","2015-01-22","195.75","불검출","불검출","적합"
"24","당류가공품","교토부","2015-01-20","192.38","불검출","불검출","적합"
"25","당류가공품","교토부","2015-01-20","175.5","불검출","불검출","적합"
"26","당류가공품","오사카부","2015-01-22","282","불검출","불검출","적합"
"27","당류가공품","오사카부","2015-01-23","306","불검출","불검출","적합"
"28","청주","구마모토현","2015-01-01","180","불검출","불검출","적합"
"29","기타가공품","훗카이도","2014-08-06","283","불검출","불검출","적합"
"30","기타가공품","훗카이도","2014-12-17","61","불검출","불검출","적합"
"31","음료베이스","사이타마현","2014-11-07","50.4","불검출","불검출","적합"
"32","음료베이스","가나가와현","2014-12-13","752.76","불검출","불검출","적합"
"33","5'-이노신산이나트륨","가나가와현","2013-09-13","700","불검출","불검출","적합"
"34","수산물가공품","에히메현","2015-01-26","300","불검출","불검출","적합"
"35","리큐르","미에현","2014-10-23","43.2","불검출","불검출","적합"
"36","청주","효고현","2014-12-08","1,800","불검출","불검출","적합"
"37","소스류","도쿄도","2015-01-13","195","불검출","불검출","적합"
"38","청주","아이치현","2014-10-16","43.2","불검출","불검출","적합"
"39","어묵","시마네현","2015-01-20","1,163.8","불검출","불검출","적합"
"40","어묵","시마네현","2015-01-22","2,000","불검출","불검출","적합"
"41","어묵","시마네현","2015-01-14","1,600","불검출","불검출","적합"
"42","어묵","시마네현","2015-01-19","1,008","불검출","불검출","적합"
