"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수","","","","","","","","중량(㎏)",""
"합계","216","489,377","3","107,588","181","295,442","2","11,230","30","75,117"
"2.23","97","293,629","1","100,888","75","132,868","1","30","20","59,843"
"2.24","119","195,748","2","6,700","106","162,574","1","11,200","10","15,274"
"2.25","","","","","","","","","",""
"2.26","","","","","","","","","",""
"2.27","","","","","","","","","",""
