"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"11","냉동꽁치","대만","2017-12-11","334,352","불검출","불검출","적합"
"12","냉동명태","러시아","2017-12-11","24,000","불검출","불검출","적합"
"13","냉동꽁치","대만","2017-12-11","157,981","불검출","불검출","적합"
"14","냉동꽁치","대만","2017-12-11","225,000","불검출","불검출","적합"
"15","냉동꽁치","대만","2017-12-11","816,811","불검출","불검출","적합"
"16","냉동꽁치","대만","2017-12-11","316,867","불검출","불검출","적합"
"17","냉동명태","러시아","2017-12-11","10,000","불검출","불검출","적합"
"18","냉동꽁치","대만","2017-12-11","70,430","불검출","불검출","적합"
"19","냉동꽁치","바누아투","2017-12-11","97,358","불검출","불검출","적합"
"20","냉동명태","러시아","2017-12-11","887,843","불검출","불검출","적합"
"21","냉동꽁치","대만","2017-12-11","230,585","불검출","불검출","적합"
"22","냉동꽁치","대만","2017-12-11","791,793","불검출","불검출","적합"
"23","냉동꽁치","대만","2017-12-11","90,000","불검출","불검출","적합"
"24","냉동꽁치","대만","2017-12-11","43,410","불검출","불검출","적합"
"25","냉동대구(목살)","러시아","2017-12-11","3,405","불검출","불검출","적합"
"26","냉동꽁치","대만","2017-12-11","225,240","불검출","불검출","적합"
"27","냉동꽁치","대만","2017-12-11","186,250","불검출","불검출","적합"
"합계","","-","-","6,589,091","-","-","-"
