"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"6","냉동게(자숙,절단)","나미비아","2017-12-07","73,575","불검출","불검출","적합"
"7","냉동꽁치","대만","2017-12-07","182,402","불검출","불검출","적합"
"8","냉동명태","러시아","2017-12-07","669,854","불검출","불검출","적합"
"9","냉동가자미(각시가자미)","러시아","2017-12-07","22,050","불검출","불검출","적합"
"10","냉동새우살(흰다리새우,자숙,포장
횟감)","태국","2017-12-07","4,470","불검출","불검출","적합"
"11","냉동꽁치","대만","2017-12-07","90,290","불검출","불검출","적합"
"12","냉동상어(곱상어)","뉴질랜드","2017-12-07","984","불검출","불검출","적합"
"13","냉동가자미(각시가자미)","러시아","2017-12-07","22,050","불검출","불검출","적합"
"14","냉동가자미(각시가자미,F)","미국","2017-12-07","2,720","불검출","불검출","적합"
"15","냉동꽁치","대만","2017-12-07","434,587","불검출","불검출","적합"
"16","마른명태","러시아","2017-12-07","3,000","불검출","불검출","적합"
"17","냉동명태(F)","러시아","2017-12-07","22,500","불검출","불검출","적합"
"18","냉동다랑어(황다랑어,F,횟감)","중국","2017-12-07","160","불검출","불검출","적합"
"19","냉동가자미(각시가자미)","러시아","2017-12-07","23,000","불검출","불검출","적합"
"20","냉동가자미(까지가자미)","러시아","2017-12-07","22,500","불검출","불검출","적합"
"합계","","-","-","2,319,252","-","-","-"
