"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활우렁쉥이","홋카이도","2018-12-27","3,782","적합","적합","적합"
"2","냉장홍어","홋카이도","2018-12-27","7,362","적합","적합","적합"
"3","활가리비","홋카이도","2018-12-27","13,000","적합","적합","적합"
"4","활가리비","홋카이도","2018-12-27","7,000","적합","적합","적합"
"5","냉장갈치","가나가와현","2018-12-27","3,200","적합","적합","적합"
"6","활우렁쉥이","홋카이도","2018-12-27","13,517","적합","적합","적합"
"7","냉장명태","홋카이도","2018-12-27","2,600","적합","적합","적합"
"8","냉동다랑어(눈다랑어,목살)","대서양","2018-12-27","735","적합","적합","적합"
"9","활돔(참돔)","에히메현","2018-12-27","1,473","적합","적합","적합"
"10","활방어","에히메현","2018-12-27","6,700","적합","적합","적합"
"11","활우렁쉥이","홋카이도","2018-12-27","8,806","적합","적합","적합"
"12","활가리비","홋카이도","2018-12-27","7,000","적합","적합","적합"
"13","냉장홍어","홋카이도","2018-12-27","268","적합","적합","적합"
"14","활돔(참돔)","에히메현","2018-12-27","1,953","적합","적합","적합"
"15","냉장돔(황돔)","야마구치현","2018-12-27","105","적합","적합","적합"
"16","냉장홍어","홋카이도","2018-12-27","4,321","적합","적합","적합"
"17","냉장가오리","야마구치현","2018-12-27","1,045","적합","적합","적합"
"18","냉장명태","홋카이도","2018-12-27","4,459","적합","적합","적합"
"19","냉장명태","홋카이도","2018-12-27","1,282","적합","적합","적합"
"20","냉장명태","홋카이도","2018-12-27","1,000","적합","적합","적합"
